Academic Year,LEA Number,LEA Name,School Number,School Name,School Type,Mobility Pct,Mobility Cnt,Entrants Pct,Entrants Cnt,Withdrawals Pct,Withdrawals Cnt,Avg Daily Member Cnt,Create Date
2004,01,Allegany,0301,Flintstone Elementary,Elementary,15.7,,7.0,16,8.7,20,228.9,20120327
2004,01,Allegany,0401,South Penn Elementary,Elementary,22.3,,9.6,47,12.7,62,489.1,20120327
2004,01,Allegany,0402,John Humbird Elementary,Elementary,30.4,,14.9,45,15.6,47,302.2,20120327
2004,01,Allegany,0405,Fort Hill High,High,16.9,,6.5,61,10.4,98,943.3,20120327
2004,01,Allegany,0406,Washington Middle,Middle,14.8,,6.8,54,8.0,64,796.0,20120327
2004,01,Allegany,0502,Northeast Elementary,Elementary,19.8,,9.0,24,10.8,29,267.4,20120327
2004,01,Allegany,0504,Braddock Middle,Middle,17.9,,6.5,47,11.4,82,720.3,20120327
2004,01,Allegany,0601,Center For Career & Technology Education,High,13.4,,5.2,16,8.2,25,306.6,20120327
2004,01,Allegany,0602,Allegany County Evening High School,High,*,*,*,*,*,*,*,20120327
2004,01,Allegany,0603,West Side Elementary,Elementary,26.8,,13.6,40,13.2,39,295.0,20120327
2004,01,Allegany,0606,Allegany High,High,13.6,,5.1,40,8.5,66,779.5,20120327
2004,01,Allegany,0701,Cresaptown Elementary,Elementary,17.9,,9.0,30,9.0,30,335.1,20120327
2004,01,Allegany,0702,Bel Air Elementary,Elementary,13.1,,6.3,14,6.8,15,221.5,20120327
2004,01,Allegany,0801,Westernport Elementary,Elementary,11.8,,6.5,17,5.3,14,262.0,20120327
2004,01,Allegany,0802,Westmar Middle,Middle,7.5,,<= 5.0,*,<= 5.0,*,346.9,20120327
2004,01,Allegany,1001,George's Creek Elementary,Elementary,12.1,,7.7,26,<= 5.0,*,339.2,20120327
2004,01,Allegany,1002,Westmar High,High,7.4,,<= 5.0,*,5.2,19,366.9,20120327
2004,01,Allegany,1101,Frost Elementary,Elementary,7.1,,5.2,14,<= 5.0,*,268.6,20120327
2004,01,Allegany,1301,Mount Savage Middle,Middle,13.3,,6.4,32,6.8,34,496.6,20120327
2004,01,Allegany,1302,Mt. Savage Elementary,Elementary,7.4,,<= 5.0,*,<= 5.0,*,256.4,20120327
2004,01,Allegany,2401,Eckhart Alternative School,Middle,>= 95.0,*,>= 95.0,*,63.5,20,31.5,20120327
2004,01,Allegany,2401,Eckhart Alternative School,High,>= 95.0,*,>= 95.0,*,87.7,77,87.8,20120327
2004,01,Allegany,2402,Beall High,High,9.8,,<= 5.0,*,6.6,38,571.7,20120327
2004,01,Allegany,2801,Beall Elementary,Elementary,15.5,,8.3,22,7.2,19,263.9,20120327
2004,01,Allegany,2901,Cash Valley Elementary,Elementary,13.9,,5.4,16,8.5,25,294.9,20120327
2004,01,Allegany,2902,Parkside Elementary,Elementary,26.5,,12.1,32,14.4,38,263.8,20120327
2004,01,Allegany,7777,Allegany County Home & Hospital,Middle,*,*,*,*,*,*,*,20120327
2004,01,Allegany,7777,Allegany County Home & Hospital,High,*,*,*,*,*,*,*,20120327
2004,01,Allegany,A,All Allegany Schools,Elementary,17.7,,8.6,352,9.1,371,4088.6,20120327
2004,01,Allegany,A,All Allegany Schools,Middle,17.1,,8.1,193,9.1,217,2393.5,20120327
2004,01,Allegany,A,All Allegany Schools,High,19.5,,8.6,263,11.0,336,3067.3,20120327
2004,02,Anne Arundel,1023,Brooklyn Park Middle,Middle,28.0,,15.8,96,12.2,74,607.6,20120327
2004,02,Anne Arundel,1033,Glen Burnie Senior,High,26.5,,9.9,202,16.6,339,2042.1,20120327
2004,02,Anne Arundel,1043,Corkran Middle School,Middle,21.3,,10.3,80,10.9,85,776.4,20120327
2004,02,Anne Arundel,1053,Lindale Middle,Middle,19.9,,10.4,112,9.4,101,1072.1,20120327
2004,02,Anne Arundel,1063,Marley Middle,Middle,29.1,,14.5,131,14.5,131,901.7,20120327
2004,02,Anne Arundel,1082,Belle Grove Elementary,Elementary,31.3,,16.8,29,14.5,25,172.8,20120327
2004,02,Anne Arundel,1092,Brooklyn Park Elementary,Elementary,24.0,,13.0,45,11.0,38,345.7,20120327
2004,02,Anne Arundel,1112,George Cromwell Elementary,Elementary,16.5,,7.4,22,9.1,27,297.3,20120327
2004,02,Anne Arundel,1122,Freetown Elementary,Elementary,33.9,,16.1,49,17.8,54,304.2,20120327
2004,02,Anne Arundel,1132,Glendale Elementary,Elementary,23.6,,14.0,62,9.7,43,444.0,20120327
2004,02,Anne Arundel,1142,Hilltop Elementary,Elementary,29.7,,16.8,90,12.9,69,536.0,20120327
2004,02,Anne Arundel,1152,Linthicum Elementary,Elementary,11.3,,6.1,26,5.2,22,425.6,20120327
2004,02,Anne Arundel,1162,Marley Elementary,Elementary,33.8,,20.2,89,13.6,60,441.2,20120327
2004,02,Anne Arundel,1172,North Glen Elementary,Elementary,33.6,,20.0,44,13.6,30,220.3,20120327
2004,02,Anne Arundel,1182,Oakwood Elementary,Elementary,31.0,,16.8,45,14.2,38,267.9,20120327
2004,02,Anne Arundel,1192,Overlook Elementary,Elementary,19.1,,10.0,25,9.2,23,250.7,20120327
2004,02,Anne Arundel,1202,Park Elementary,Elementary,32.7,,19.0,72,13.7,52,379.4,20120327
2004,02,Anne Arundel,1212,Point Pleasant Elementary,Elementary,18.5,,9.7,49,8.9,45,507.2,20120327
2004,02,Anne Arundel,1232,Quarterfield Elementary,Elementary,18.2,,10.0,39,8.2,32,390.8,20120327
2004,02,Anne Arundel,1242,Richard Henry Lee Elementary,Elementary,19.8,,8.8,41,11.0,51,464.6,20120327
2004,02,Anne Arundel,1262,Woodside Elementary,Elementary,24.0,,11.4,29,12.6,32,254.7,20120327
2004,02,Anne Arundel,1274,Marley Glen School,Elementary,31.1,,20.7,4,10.4,2,19.3,20120327
2004,02,Anne Arundel,1274,Marley Glen School,High,20.7,,14.3,9,6.4,4,62.9,20120327
2004,02,Anne Arundel,1313,Glen Burnie Evening High,High,>= 95.0,*,>= 95.0,*,>= 95.0,*,*,20120327
2004,02,Anne Arundel,1323,North County High,High,25.5,,11.1,220,14.4,284,1973.2,20120327
2004,02,Anne Arundel,2013,Severna Park Sr High,High,7.6,,<= 5.0,*,<= 5.0,*,1800.4,20120327
2004,02,Anne Arundel,2023,Northeast Sr High,High,19.4,,8.1,118,11.4,166,1462.4,20120327
2004,02,Anne Arundel,2033,George Fox Middle,Middle,15.8,,8.0,64,7.8,63,803.4,20120327
2004,02,Anne Arundel,2043,Severna Park Middle,Middle,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20120327
2004,02,Anne Arundel,2052,Arnold Elementary,Elementary,13.1,,8.9,36,<= 5.0,*,404.7,20120327
2004,02,Anne Arundel,2062,Belvedere Elementary,Elementary,9.9,,<= 5.0,*,<= 5.0,*,476.0,20120327
2004,02,Anne Arundel,2072,Benfield Elementary,Elementary,6.3,,<= 5.0,*,<= 5.0,*,414.8,20120327
2004,02,Anne Arundel,2082,Bodkin Elementary,Elementary,8.2,,<= 5.0,*,<= 5.0,*,584.6,20120327
2004,02,Anne Arundel,2092,Cape St. Claire Elementary,Elementary,7.5,,<= 5.0,*,<= 5.0,*,662.6,20120327
2004,02,Anne Arundel,2102,Folger McKinsey Elementary,Elementary,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20120327
2004,02,Anne Arundel,2112,Fort Smallwood Elementary,Elementary,11.9,,6.5,22,5.3,18,336.6,20120327
2004,02,Anne Arundel,2132,High Point Elementary,Elementary,16.1,,8.6,48,7.5,42,559.5,20120327
2004,02,Anne Arundel,2142,Jacobsville Elementary,Elementary,12.5,,6.0,35,6.5,38,585.3,20120327
2004,02,Anne Arundel,2152,Jones Elementary,Elementary,6.7,,<= 5.0,*,<= 5.0,*,312.1,20120327
2004,02,Anne Arundel,2162,Lake Shore Elementary,Elementary,9.0,,5.1,16,<= 5.0,*,312.8,20120327
2004,02,Anne Arundel,2172,Oak Hill Elementary,Elementary,10.1,,5.2,25,<= 5.0,*,476.3,20120327
2004,02,Anne Arundel,2182,Pasadena Elementary,Elementary,7.7,,<= 5.0,*,<= 5.0,*,352.9,20120327
2004,02,Anne Arundel,2192,Riviera Beach Elementary,Elementary,15.9,,6.0,18,9.9,30,302.1,20120327
2004,02,Anne Arundel,2202,Severna Park Elementary,Elementary,5.6,,<= 5.0,*,<= 5.0,*,321.5,20120327
2004,02,Anne Arundel,2212,Solley Elementary,Elementary,15.5,,8.8,46,6.7,35,521.4,20120327
2004,02,Anne Arundel,2222,Sunset Elementary,Elementary,14.4,,7.1,35,7.3,36,492.9,20120327
2004,02,Anne Arundel,2233,Severna Park Evening High,Middle,*,*,*,*,*,*,*,20120327
2004,02,Anne Arundel,2233,Severna Park Evening High,High,>= 95.0,*,>= 95.0,*,>= 95.0,*,*,20120327
2004,02,Anne Arundel,2243,Magothy River Middle,Middle,10.9,,6.2,46,<= 5.0,*,745.7,20120327
2004,02,Anne Arundel,2273,Chesapeake Sr. High,High,15.6,,6.0,113,9.7,183,1891.9,20120327
2004,02,Anne Arundel,2322,Broadneck Elementary,Elementary,5.1,,<= 5.0,*,<= 5.0,*,650.0,20120327
2004,02,Anne Arundel,2363,Broadneck Senior High,High,11.0,,<= 5.0,*,7.0,151,2157.0,20120327
2004,02,Anne Arundel,2372,Windsor Farm Elementary,Elementary,11.7,,7.2,40,<= 5.0,*,557.2,20120327
2004,02,Anne Arundel,2413,Severn River Middle,Middle,11.0,,6.7,60,<= 5.0,*,899.6,20120327
2004,02,Anne Arundel,2423,Chesapeake Bay Middle,Middle,11.0,,5.1,90,5.9,105,1770.1,20120327
