Year,LEA,LEA Name,School,School Name,Grade,Enrolled Count,Create Date
2023,15,Montgomery,0965,John L Gildner Regional Inst for Children & Adol,Grade 10,21,20230214
2023,15,Montgomery,0965,John L Gildner Regional Inst for Children & Adol,Grade 11,*,20230214
2023,15,Montgomery,0965,John L Gildner Regional Inst for Children & Adol,Grade 12,13,20230214
2023,15,Montgomery,0965,John L Gildner Regional Inst for Children & Adol,All Grades,84,20230214
2023,15,Montgomery,A,All Montgomery Schools,All Prekindergarten,4308,20230214
2023,15,Montgomery,A,All Montgomery Schools,All Kindergarten ,10602,20230214
2023,15,Montgomery,A,All Montgomery Schools,All Elementary Grades,57619,20230214
2023,15,Montgomery,A,All Montgomery Schools,All Middle School Grades,35906,20230214
2023,15,Montgomery,A,All Montgomery Schools,All High School Grades,52119,20230214
2023,15,Montgomery,A,All Montgomery Schools,All Grades,160554,20230214
2023,16,Prince George's,0102,High Point High,Grade 9,1159,20230214
2023,16,Prince George's,0102,High Point High,Grade 10,846,20230214
2023,16,Prince George's,0102,High Point High,Grade 11,518,20230214
2023,16,Prince George's,0102,High Point High,Grade 12,480,20230214
2023,16,Prince George's,0102,High Point High,All Grades,3003,20230214
2023,16,Prince George's,0104,Beltsville Academy,Prekindergarten Age 4,20,20230214
2023,16,Prince George's,0104,Beltsville Academy,Kindergarten,97,20230214
2023,16,Prince George's,0104,Beltsville Academy,Grade 1,124,20230214
2023,16,Prince George's,0104,Beltsville Academy,Grade 2,117,20230214
2023,16,Prince George's,0104,Beltsville Academy,Grade 3,135,20230214
2023,16,Prince George's,0104,Beltsville Academy,Grade 4,106,20230214
2023,16,Prince George's,0104,Beltsville Academy,Grade 5,127,20230214
2023,16,Prince George's,0104,Beltsville Academy,Grade 6,120,20230214
2023,16,Prince George's,0104,Beltsville Academy,Grade 7,131,20230214
2023,16,Prince George's,0104,Beltsville Academy,Grade 8,125,20230214
2023,16,Prince George's,0104,Beltsville Academy,All Grades,1102,20230214
2023,16,Prince George's,0105,Calverton Elementary,Prekindergarten Age 4,19,20230214
2023,16,Prince George's,0105,Calverton Elementary,Kindergarten,133,20230214
2023,16,Prince George's,0105,Calverton Elementary,Grade 1,148,20230214
2023,16,Prince George's,0105,Calverton Elementary,Grade 2,133,20230214
2023,16,Prince George's,0105,Calverton Elementary,Grade 3,133,20230214
2023,16,Prince George's,0105,Calverton Elementary,Grade 4,145,20230214
2023,16,Prince George's,0105,Calverton Elementary,Grade 5,125,20230214
2023,16,Prince George's,0105,Calverton Elementary,All Grades,836,20230214
2023,16,Prince George's,0107,Frances Fuchs Early Childhood Center,Prekindergarten Age 4,340,20230214
2023,16,Prince George's,0107,Frances Fuchs Early Childhood Center,All Grades,340,20230214
2023,16,Prince George's,0108,James E. Duckworth Regional Center,Kindergarten,*,20230214
2023,16,Prince George's,0108,James E. Duckworth Regional Center,Grade 1,10,20230214
2023,16,Prince George's,0108,James E. Duckworth Regional Center,Grade 2,10,20230214
2023,16,Prince George's,0108,James E. Duckworth Regional Center,Grade 3,12,20230214
2023,16,Prince George's,0108,James E. Duckworth Regional Center,Grade 4,10,20230214
2023,16,Prince George's,0108,James E. Duckworth Regional Center,Grade 5,10,20230214
2023,16,Prince George's,0108,James E. Duckworth Regional Center,Grade 6,*,20230214
2023,16,Prince George's,0108,James E. Duckworth Regional Center,Grade 7,11,20230214
2023,16,Prince George's,0108,James E. Duckworth Regional Center,Grade 8,*,20230214
2023,16,Prince George's,0108,James E. Duckworth Regional Center,Grade 9,*,20230214
2023,16,Prince George's,0108,James E. Duckworth Regional Center,Grade 10,12,20230214
2023,16,Prince George's,0108,James E. Duckworth Regional Center,Grade 11,11,20230214
2023,16,Prince George's,0108,James E. Duckworth Regional Center,Grade 12,*,20230214
2023,16,Prince George's,0108,James E. Duckworth Regional Center,All Grades,105,20230214
2023,16,Prince George's,0109,James H. Harrison Elementary,Prekindergarten Age 4,14,20230214
2023,16,Prince George's,0109,James H. Harrison Elementary,Kindergarten,46,20230214
2023,16,Prince George's,0109,James H. Harrison Elementary,Grade 1,46,20230214
2023,16,Prince George's,0109,James H. Harrison Elementary,Grade 2,34,20230214
2023,16,Prince George's,0109,James H. Harrison Elementary,Grade 3,46,20230214
2023,16,Prince George's,0109,James H. Harrison Elementary,Grade 4,37,20230214
2023,16,Prince George's,0109,James H. Harrison Elementary,Grade 5,51,20230214
2023,16,Prince George's,0109,James H. Harrison Elementary,Grade 6,28,20230214
2023,16,Prince George's,0109,James H. Harrison Elementary,All Grades,302,20230214
2023,16,Prince George's,0110,Martin Luther King Jr. Middle,Grade 6,295,20230214
2023,16,Prince George's,0110,Martin Luther King Jr. Middle,Grade 7,305,20230214
2023,16,Prince George's,0110,Martin Luther King Jr. Middle,Grade 8,311,20230214
2023,16,Prince George's,0110,Martin Luther King Jr. Middle,All Grades,911,20230214
2023,16,Prince George's,0111,Vansville Elementary,Prekindergarten Age 4,40,20230214
2023,16,Prince George's,0111,Vansville Elementary,Kindergarten,99,20230214
2023,16,Prince George's,0111,Vansville Elementary,Grade 1,97,20230214
2023,16,Prince George's,0111,Vansville Elementary,Grade 2,85,20230214
2023,16,Prince George's,0111,Vansville Elementary,Grade 3,100,20230214
2023,16,Prince George's,0111,Vansville Elementary,Grade 4,103,20230214
2023,16,Prince George's,0111,Vansville Elementary,Grade 5,111,20230214
2023,16,Prince George's,0111,Vansville Elementary,All Grades,635,20230214
2023,16,Prince George's,0203,Judith P. Hoyer Montessori,Prekindergarten Age 4,84,20230214
2023,16,Prince George's,0203,Judith P. Hoyer Montessori,Kindergarten,35,20230214
2023,16,Prince George's,0203,Judith P. Hoyer Montessori,Grade 1,45,20230214
2023,16,Prince George's,0203,Judith P. Hoyer Montessori,Grade 2,27,20230214
2023,16,Prince George's,0203,Judith P. Hoyer Montessori,Grade 3,33,20230214
2023,16,Prince George's,0203,Judith P. Hoyer Montessori,Grade 4,28,20230214
2023,16,Prince George's,0203,Judith P. Hoyer Montessori,Grade 5,26,20230214
2023,16,Prince George's,0203,Judith P. Hoyer Montessori,Grade 6,28,20230214
2023,16,Prince George's,0203,Judith P. Hoyer Montessori,Grade 7,22,20230214
2023,16,Prince George's,0203,Judith P. Hoyer Montessori,Grade 8,24,20230214
2023,16,Prince George's,0203,Judith P. Hoyer Montessori,All Grades,352,20230214
2023,16,Prince George's,0205,Bladensburg Elementary,Prekindergarten Age 4,40,20230214
2023,16,Prince George's,0205,Bladensburg Elementary,Kindergarten,85,20230214
2023,16,Prince George's,0205,Bladensburg Elementary,Grade 1,114,20230214
2023,16,Prince George's,0205,Bladensburg Elementary,Grade 2,90,20230214
2023,16,Prince George's,0205,Bladensburg Elementary,Grade 3,105,20230214
2023,16,Prince George's,0205,Bladensburg Elementary,Grade 4,86,20230214
2023,16,Prince George's,0205,Bladensburg Elementary,Grade 5,93,20230214
2023,16,Prince George's,0205,Bladensburg Elementary,Grade 6,97,20230214
2023,16,Prince George's,0205,Bladensburg Elementary,All Grades,710,20230214
2023,16,Prince George's,0208,Bladensburg High,Grade 9,853,20230214
2023,16,Prince George's,0208,Bladensburg High,Grade 10,594,20230214
2023,16,Prince George's,0208,Bladensburg High,Grade 11,341,20230214
2023,16,Prince George's,0208,Bladensburg High,Grade 12,376,20230214
2023,16,Prince George's,0208,Bladensburg High,All Grades,2164,20230214
2023,16,Prince George's,0210,Rogers Heights Elementary,Prekindergarten Age 4,37,20230214
2023,16,Prince George's,0210,Rogers Heights Elementary,Kindergarten,94,20230214
2023,16,Prince George's,0210,Rogers Heights Elementary,Grade 1,103,20230214
2023,16,Prince George's,0210,Rogers Heights Elementary,Grade 2,80,20230214
2023,16,Prince George's,0210,Rogers Heights Elementary,Grade 3,97,20230214
2023,16,Prince George's,0210,Rogers Heights Elementary,Grade 4,92,20230214
2023,16,Prince George's,0210,Rogers Heights Elementary,Grade 5,97,20230214
2023,16,Prince George's,0210,Rogers Heights Elementary,Grade 6,86,20230214
2023,16,Prince George's,0210,Rogers Heights Elementary,All Grades,686,20230214
2023,16,Prince George's,0211,Gladys Noon Spellman Elementary,Prekindergarten Age 4,19,20230214
2023,16,Prince George's,0211,Gladys Noon Spellman Elementary,Kindergarten,66,20230214
2023,16,Prince George's,0211,Gladys Noon Spellman Elementary,Grade 1,69,20230214
2023,16,Prince George's,0211,Gladys Noon Spellman Elementary,Grade 2,60,20230214
2023,16,Prince George's,0211,Gladys Noon Spellman Elementary,Grade 3,75,20230214
2023,16,Prince George's,0211,Gladys Noon Spellman Elementary,Grade 4,66,20230214
2023,16,Prince George's,0211,Gladys Noon Spellman Elementary,Grade 5,64,20230214
2023,16,Prince George's,0211,Gladys Noon Spellman Elementary,Grade 6,64,20230214
2023,16,Prince George's,0211,Gladys Noon Spellman Elementary,All Grades,483,20230214
2023,16,Prince George's,0213,Cooper Lane Elementary,Prekindergarten Age 4,40,20230214
2023,16,Prince George's,0213,Cooper Lane Elementary,Kindergarten,58,20230214
2023,16,Prince George's,0213,Cooper Lane Elementary,Grade 1,59,20230214
2023,16,Prince George's,0213,Cooper Lane Elementary,Grade 2,65,20230214
2023,16,Prince George's,0213,Cooper Lane Elementary,Grade 3,43,20230214
2023,16,Prince George's,0213,Cooper Lane Elementary,Grade 4,70,20230214
2023,16,Prince George's,0213,Cooper Lane Elementary,Grade 5,66,20230214
2023,16,Prince George's,0213,Cooper Lane Elementary,Grade 6,74,20230214
2023,16,Prince George's,0213,Cooper Lane Elementary,All Grades,475,20230214
2023,16,Prince George's,0214,Templeton Elementary,Prekindergarten Age 4,40,20230214
2023,16,Prince George's,0214,Templeton Elementary,Kindergarten,125,20230214
2023,16,Prince George's,0214,Templeton Elementary,Grade 1,136,20230214
2023,16,Prince George's,0214,Templeton Elementary,Grade 2,113,20230214
2023,16,Prince George's,0214,Templeton Elementary,Grade 3,147,20230214
2023,16,Prince George's,0214,Templeton Elementary,Grade 4,131,20230214
2023,16,Prince George's,0214,Templeton Elementary,Grade 5,107,20230214
2023,16,Prince George's,0214,Templeton Elementary,All Grades,799,20230214
2023,16,Prince George's,0217,Port Towns Elementary,Prekindergarten Age 4,77,20230214
2023,16,Prince George's,0217,Port Towns Elementary,Kindergarten,140,20230214
2023,16,Prince George's,0217,Port Towns Elementary,Grade 1,131,20230214
2023,16,Prince George's,0217,Port Towns Elementary,Grade 2,118,20230214
2023,16,Prince George's,0217,Port Towns Elementary,Grade 3,115,20230214
2023,16,Prince George's,0217,Port Towns Elementary,Grade 4,120,20230214
2023,16,Prince George's,0217,Port Towns Elementary,Grade 5,121,20230214
2023,16,Prince George's,0217,Port Towns Elementary,Grade 6,133,20230214
2023,16,Prince George's,0217,Port Towns Elementary,All Grades,955,20230214
2023,16,Prince George's,0304,Perrywood Elementary,Kindergarten,70,20230214
2023,16,Prince George's,0304,Perrywood Elementary,Grade 1,101,20230214
2023,16,Prince George's,0304,Perrywood Elementary,Grade 2,73,20230214
2023,16,Prince George's,0304,Perrywood Elementary,Grade 3,105,20230214
2023,16,Prince George's,0304,Perrywood Elementary,Grade 4,82,20230214
2023,16,Prince George's,0304,Perrywood Elementary,Grade 5,86,20230214
2023,16,Prince George's,0304,Perrywood Elementary,All Grades,517,20230214
2023,16,Prince George's,0305,Patuxent Elementary,Prekindergarten Age 4,21,20230214
2023,16,Prince George's,0305,Patuxent Elementary,Kindergarten,46,20230214
2023,16,Prince George's,0305,Patuxent Elementary,Grade 1,41,20230214
2023,16,Prince George's,0305,Patuxent Elementary,Grade 2,45,20230214
2023,16,Prince George's,0305,Patuxent Elementary,Grade 3,46,20230214
2023,16,Prince George's,0305,Patuxent Elementary,Grade 4,45,20230214
2023,16,Prince George's,0305,Patuxent Elementary,Grade 5,45,20230214
2023,16,Prince George's,0305,Patuxent Elementary,All Grades,289,20230214
2023,16,Prince George's,0504,Fort Washington Forest Elementary,Prekindergarten Age 4,38,20230214
2023,16,Prince George's,0504,Fort Washington Forest Elementary,Kindergarten,43,20230214
2023,16,Prince George's,0504,Fort Washington Forest Elementary,Grade 1,50,20230214
2023,16,Prince George's,0504,Fort Washington Forest Elementary,Grade 2,58,20230214
2023,16,Prince George's,0504,Fort Washington Forest Elementary,Grade 3,39,20230214
2023,16,Prince George's,0504,Fort Washington Forest Elementary,Grade 4,37,20230214
2023,16,Prince George's,0504,Fort Washington Forest Elementary,Grade 5,52,20230214
2023,16,Prince George's,0504,Fort Washington Forest Elementary,Grade 6,47,20230214
2023,16,Prince George's,0504,Fort Washington Forest Elementary,All Grades,364,20230214
2023,16,Prince George's,0507,Rose Valley Elementary,Prekindergarten Age 4,22,20230214
2023,16,Prince George's,0507,Rose Valley Elementary,Kindergarten,59,20230214
2023,16,Prince George's,0507,Rose Valley Elementary,Grade 1,61,20230214
2023,16,Prince George's,0507,Rose Valley Elementary,Grade 2,46,20230214
2023,16,Prince George's,0507,Rose Valley Elementary,Grade 3,59,20230214
2023,16,Prince George's,0507,Rose Valley Elementary,Grade 4,66,20230214
2023,16,Prince George's,0507,Rose Valley Elementary,Grade 5,53,20230214
2023,16,Prince George's,0507,Rose Valley Elementary,All Grades,366,20230214
2023,16,Prince George's,0509,Accokeek Academy,Kindergarten,109,20230214
2023,16,Prince George's,0509,Accokeek Academy,Grade 1,125,20230214
2023,16,Prince George's,0509,Accokeek Academy,Grade 2,135,20230214
2023,16,Prince George's,0509,Accokeek Academy,Grade 3,126,20230214
2023,16,Prince George's,0509,Accokeek Academy,Grade 4,138,20230214
2023,16,Prince George's,0509,Accokeek Academy,Grade 5,168,20230214
2023,16,Prince George's,0509,Accokeek Academy,Grade 6,185,20230214
2023,16,Prince George's,0509,Accokeek Academy,Grade 7,276,20230214
2023,16,Prince George's,0509,Accokeek Academy,Grade 8,305,20230214
2023,16,Prince George's,0509,Accokeek Academy,All Grades,1567,20230214
2023,16,Prince George's,0510,Potomac Landing Elementary,Prekindergarten Age 4,20,20230214
2023,16,Prince George's,0510,Potomac Landing Elementary,Kindergarten,57,20230214
2023,16,Prince George's,0510,Potomac Landing Elementary,Grade 1,65,20230214
2023,16,Prince George's,0510,Potomac Landing Elementary,Grade 2,64,20230214
2023,16,Prince George's,0510,Potomac Landing Elementary,Grade 3,49,20230214
2023,16,Prince George's,0510,Potomac Landing Elementary,Grade 4,48,20230214
2023,16,Prince George's,0510,Potomac Landing Elementary,Grade 5,57,20230214
2023,16,Prince George's,0510,Potomac Landing Elementary,Grade 6,62,20230214
2023,16,Prince George's,0510,Potomac Landing Elementary,All Grades,422,20230214
2023,16,Prince George's,0511,Friendly High,Grade 9,267,20230214
2023,16,Prince George's,0511,Friendly High,Grade 10,272,20230214
2023,16,Prince George's,0511,Friendly High,Grade 11,203,20230214
2023,16,Prince George's,0511,Friendly High,Grade 12,139,20230214
2023,16,Prince George's,0511,Friendly High,All Grades,881,20230214
2023,16,Prince George's,0603,Suitland High,Grade 9,717,20230214
2023,16,Prince George's,0603,Suitland High,Grade 10,406,20230214
2023,16,Prince George's,0603,Suitland High,Grade 11,340,20230214
2023,16,Prince George's,0603,Suitland High,Grade 12,371,20230214
2023,16,Prince George's,0603,Suitland High,All Grades,1834,20230214
2023,16,Prince George's,0606,Bradbury Heights Elementary,Prekindergarten Age 4,30,20230214
2023,16,Prince George's,0606,Bradbury Heights Elementary,Kindergarten,60,20230214
2023,16,Prince George's,0606,Bradbury Heights Elementary,Grade 1,67,20230214
2023,16,Prince George's,0606,Bradbury Heights Elementary,Grade 2,43,20230214
2023,16,Prince George's,0606,Bradbury Heights Elementary,Grade 3,65,20230214
2023,16,Prince George's,0606,Bradbury Heights Elementary,Grade 4,48,20230214
2023,16,Prince George's,0606,Bradbury Heights Elementary,Grade 5,59,20230214
2023,16,Prince George's,0606,Bradbury Heights Elementary,Grade 6,72,20230214
2023,16,Prince George's,0606,Bradbury Heights Elementary,All Grades,444,20230214
2023,16,Prince George's,0607,Hillcrest Heights Elementary,Prekindergarten Age 4,36,20230214
2023,16,Prince George's,0607,Hillcrest Heights Elementary,Kindergarten,69,20230214
2023,16,Prince George's,0607,Hillcrest Heights Elementary,Grade 1,62,20230214
2023,16,Prince George's,0607,Hillcrest Heights Elementary,Grade 2,48,20230214
2023,16,Prince George's,0607,Hillcrest Heights Elementary,Grade 3,65,20230214
2023,16,Prince George's,0607,Hillcrest Heights Elementary,Grade 4,71,20230214
2023,16,Prince George's,0607,Hillcrest Heights Elementary,Grade 5,55,20230214
2023,16,Prince George's,0607,Hillcrest Heights Elementary,All Grades,406,20230214
2023,16,Prince George's,0610,North Forestville Elementary,Prekindergarten Age 4,20,20230214
2023,16,Prince George's,0610,North Forestville Elementary,Kindergarten,36,20230214
2023,16,Prince George's,0610,North Forestville Elementary,Grade 1,50,20230214
2023,16,Prince George's,0610,North Forestville Elementary,Grade 2,45,20230214
2023,16,Prince George's,0610,North Forestville Elementary,Grade 3,40,20230214
2023,16,Prince George's,0610,North Forestville Elementary,Grade 4,47,20230214
2023,16,Prince George's,0610,North Forestville Elementary,Grade 5,46,20230214
2023,16,Prince George's,0610,North Forestville Elementary,All Grades,284,20230214
2023,16,Prince George's,0613,District Heights Elementary,Prekindergarten Age 4,20,20230214
2023,16,Prince George's,0613,District Heights Elementary,Kindergarten,48,20230214
2023,16,Prince George's,0613,District Heights Elementary,Grade 1,54,20230214
2023,16,Prince George's,0613,District Heights Elementary,Grade 2,57,20230214
2023,16,Prince George's,0613,District Heights Elementary,Grade 3,55,20230214
2023,16,Prince George's,0613,District Heights Elementary,Grade 4,60,20230214
2023,16,Prince George's,0613,District Heights Elementary,Grade 5,61,20230214
2023,16,Prince George's,0613,District Heights Elementary,All Grades,355,20230214
2023,16,Prince George's,0615,Benjamin Stoddert Middle,Grade 6,196,20230214
2023,16,Prince George's,0615,Benjamin Stoddert Middle,Grade 7,175,20230214
2023,16,Prince George's,0615,Benjamin Stoddert Middle,Grade 8,189,20230214
2023,16,Prince George's,0615,Benjamin Stoddert Middle,All Grades,560,20230214
2023,16,Prince George's,0617,Francis Scott Key Elementary,Prekindergarten Age 4,33,20230214
2023,16,Prince George's,0617,Francis Scott Key Elementary,Kindergarten,58,20230214
2023,16,Prince George's,0617,Francis Scott Key Elementary,Grade 1,65,20230214
2023,16,Prince George's,0617,Francis Scott Key Elementary,Grade 2,65,20230214
2023,16,Prince George's,0617,Francis Scott Key Elementary,Grade 3,51,20230214
2023,16,Prince George's,0617,Francis Scott Key Elementary,Grade 4,81,20230214
2023,16,Prince George's,0617,Francis Scott Key Elementary,Grade 5,67,20230214
2023,16,Prince George's,0617,Francis Scott Key Elementary,All Grades,420,20230214
2023,16,Prince George's,0618,Longfields Elementary,Prekindergarten Age 4,11,20230214
2023,16,Prince George's,0618,Longfields Elementary,Kindergarten,30,20230214
2023,16,Prince George's,0618,Longfields Elementary,Grade 1,34,20230214
2023,16,Prince George's,0618,Longfields Elementary,Grade 2,42,20230214
2023,16,Prince George's,0618,Longfields Elementary,Grade 3,58,20230214
2023,16,Prince George's,0618,Longfields Elementary,Grade 4,47,20230214
2023,16,Prince George's,0618,Longfields Elementary,Grade 5,45,20230214
2023,16,Prince George's,0618,Longfields Elementary,Grade 6,28,20230214
2023,16,Prince George's,0618,Longfields Elementary,All Grades,295,20230214
2023,16,Prince George's,0619,Princeton Elementary,Prekindergarten Age 4,22,20230214
2023,16,Prince George's,0619,Princeton Elementary,Kindergarten,50,20230214
2023,16,Prince George's,0619,Princeton Elementary,Grade 1,55,20230214
2023,16,Prince George's,0619,Princeton Elementary,Grade 2,46,20230214
2023,16,Prince George's,0619,Princeton Elementary,Grade 3,50,20230214
2023,16,Prince George's,0619,Princeton Elementary,Grade 4,56,20230214
2023,16,Prince George's,0619,Princeton Elementary,Grade 5,48,20230214
2023,16,Prince George's,0619,Princeton Elementary,All Grades,327,20230214
2023,16,Prince George's,0622,Thurgood Marshall Middle School,Grade 6,190,20230214
2023,16,Prince George's,0622,Thurgood Marshall Middle School,Grade 7,259,20230214
2023,16,Prince George's,0622,Thurgood Marshall Middle School,Grade 8,255,20230214
2023,16,Prince George's,0622,Thurgood Marshall Middle School,All Grades,704,20230214
2023,16,Prince George's,0632,Allenwood Elementary,Prekindergarten Age 4,21,20230214
2023,16,Prince George's,0632,Allenwood Elementary,Kindergarten,47,20230214
2023,16,Prince George's,0632,Allenwood Elementary,Grade 1,59,20230214
2023,16,Prince George's,0632,Allenwood Elementary,Grade 2,40,20230214
2023,16,Prince George's,0632,Allenwood Elementary,Grade 3,55,20230214
2023,16,Prince George's,0632,Allenwood Elementary,Grade 4,51,20230214
2023,16,Prince George's,0632,Allenwood Elementary,Grade 5,52,20230214
2023,16,Prince George's,0632,Allenwood Elementary,All Grades,325,20230214
2023,16,Prince George's,0633,Overlook Elementary,Prekindergarten Age 4,18,20230214
2023,16,Prince George's,0633,Overlook Elementary,Kindergarten,52,20230214
2023,16,Prince George's,0633,Overlook Elementary,Grade 1,50,20230214
2023,16,Prince George's,0633,Overlook Elementary,Grade 2,59,20230214
2023,16,Prince George's,0633,Overlook Elementary,Grade 3,54,20230214
2023,16,Prince George's,0633,Overlook Elementary,Grade 4,57,20230214
2023,16,Prince George's,0633,Overlook Elementary,Grade 5,38,20230214
2023,16,Prince George's,0633,Overlook Elementary,All Grades,328,20230214
2023,16,Prince George's,0636,William Beanes Elementary,Prekindergarten Age 4,39,20230214
2023,16,Prince George's,0636,William Beanes Elementary,Kindergarten,63,20230214
2023,16,Prince George's,0636,William Beanes Elementary,Grade 1,70,20230214
2023,16,Prince George's,0636,William Beanes Elementary,Grade 2,48,20230214
2023,16,Prince George's,0636,William Beanes Elementary,Grade 3,49,20230214
2023,16,Prince George's,0636,William Beanes Elementary,Grade 4,58,20230214
2023,16,Prince George's,0636,William Beanes Elementary,Grade 5,55,20230214
2023,16,Prince George's,0636,William Beanes Elementary,All Grades,382,20230214
2023,16,Prince George's,0638,Benjamin D. Foulois Academy,Kindergarten,50,20230214
2023,16,Prince George's,0638,Benjamin D. Foulois Academy,Grade 1,47,20230214
2023,16,Prince George's,0638,Benjamin D. Foulois Academy,Grade 2,50,20230214
2023,16,Prince George's,0638,Benjamin D. Foulois Academy,Grade 3,53,20230214
2023,16,Prince George's,0638,Benjamin D. Foulois Academy,Grade 4,52,20230214
2023,16,Prince George's,0638,Benjamin D. Foulois Academy,Grade 5,51,20230214
2023,16,Prince George's,0638,Benjamin D. Foulois Academy,Grade 6,72,20230214
2023,16,Prince George's,0638,Benjamin D. Foulois Academy,Grade 7,81,20230214
2023,16,Prince George's,0638,Benjamin D. Foulois Academy,Grade 8,74,20230214
2023,16,Prince George's,0638,Benjamin D. Foulois Academy,All Grades,530,20230214
2023,16,Prince George's,0639,Maya Angelou French Immersion,Kindergarten,40,20230214
2023,16,Prince George's,0639,Maya Angelou French Immersion,Grade 1,50,20230214
2023,16,Prince George's,0639,Maya Angelou French Immersion,Grade 2,60,20230214
2023,16,Prince George's,0639,Maya Angelou French Immersion,Grade 3,42,20230214
2023,16,Prince George's,0639,Maya Angelou French Immersion,Grade 4,38,20230214
2023,16,Prince George's,0639,Maya Angelou French Immersion,Grade 5,38,20230214
2023,16,Prince George's,0639,Maya Angelou French Immersion,Grade 6,40,20230214
2023,16,Prince George's,0639,Maya Angelou French Immersion,Grade 7,38,20230214
2023,16,Prince George's,0639,Maya Angelou French Immersion,Grade 8,46,20230214
2023,16,Prince George's,0639,Maya Angelou French Immersion,All Grades,392,20230214
2023,16,Prince George's,0640,Arrowhead Elementary,Prekindergarten Age 4,37,20230214
2023,16,Prince George's,0640,Arrowhead Elementary,Kindergarten,48,20230214
2023,16,Prince George's,0640,Arrowhead Elementary,Grade 1,45,20230214
2023,16,Prince George's,0640,Arrowhead Elementary,Grade 2,74,20230214
2023,16,Prince George's,0640,Arrowhead Elementary,Grade 3,54,20230214
2023,16,Prince George's,0640,Arrowhead Elementary,Grade 4,77,20230214
2023,16,Prince George's,0640,Arrowhead Elementary,Grade 5,71,20230214
2023,16,Prince George's,0640,Arrowhead Elementary,All Grades,406,20230214
2023,16,Prince George's,0645,Andrew Jackson Academy,Prekindergarten Age 4,19,20230214
2023,16,Prince George's,0645,Andrew Jackson Academy,Kindergarten,43,20230214
2023,16,Prince George's,0645,Andrew Jackson Academy,Grade 1,48,20230214
2023,16,Prince George's,0645,Andrew Jackson Academy,Grade 2,39,20230214
2023,16,Prince George's,0645,Andrew Jackson Academy,Grade 3,50,20230214
2023,16,Prince George's,0645,Andrew Jackson Academy,Grade 4,40,20230214
2023,16,Prince George's,0645,Andrew Jackson Academy,Grade 5,30,20230214
2023,16,Prince George's,0645,Andrew Jackson Academy,Grade 6,43,20230214
2023,16,Prince George's,0645,Andrew Jackson Academy,Grade 7,56,20230214
2023,16,Prince George's,0645,Andrew Jackson Academy,Grade 8,39,20230214
2023,16,Prince George's,0645,Andrew Jackson Academy,All Grades,407,20230214
2023,16,Prince George's,0647,Concord Elementary,Prekindergarten Age 4,22,20230214
2023,16,Prince George's,0647,Concord Elementary,Kindergarten,42,20230214
2023,16,Prince George's,0647,Concord Elementary,Grade 1,28,20230214
2023,16,Prince George's,0647,Concord Elementary,Grade 2,26,20230214
2023,16,Prince George's,0647,Concord Elementary,Grade 3,34,20230214
2023,16,Prince George's,0647,Concord Elementary,Grade 4,39,20230214
2023,16,Prince George's,0647,Concord Elementary,Grade 5,49,20230214
2023,16,Prince George's,0647,Concord Elementary,Grade 6,35,20230214
2023,16,Prince George's,0647,Concord Elementary,All Grades,275,20230214
2023,16,Prince George's,0648,Samuel P. Massie Academy,Prekindergarten Age 4,18,20230214
2023,16,Prince George's,0648,Samuel P. Massie Academy,Kindergarten,59,20230214
2023,16,Prince George's,0648,Samuel P. Massie Academy,Grade 1,49,20230214
2023,16,Prince George's,0648,Samuel P. Massie Academy,Grade 2,40,20230214
2023,16,Prince George's,0648,Samuel P. Massie Academy,Grade 3,56,20230214
2023,16,Prince George's,0648,Samuel P. Massie Academy,Grade 4,64,20230214
2023,16,Prince George's,0648,Samuel P. Massie Academy,Grade 5,56,20230214
2023,16,Prince George's,0648,Samuel P. Massie Academy,Grade 6,71,20230214
2023,16,Prince George's,0648,Samuel P. Massie Academy,Grade 7,50,20230214
2023,16,Prince George's,0648,Samuel P. Massie Academy,Grade 8,57,20230214
2023,16,Prince George's,0648,Samuel P. Massie Academy,All Grades,520,20230214
2023,16,Prince George's,0656,Panorama Elementary,Prekindergarten Age 4,39,20230214
2023,16,Prince George's,0656,Panorama Elementary,Kindergarten,105,20230214
2023,16,Prince George's,0656,Panorama Elementary,Grade 1,85,20230214
2023,16,Prince George's,0656,Panorama Elementary,Grade 2,88,20230214
2023,16,Prince George's,0656,Panorama Elementary,Grade 3,79,20230214
2023,16,Prince George's,0656,Panorama Elementary,Grade 4,88,20230214
2023,16,Prince George's,0656,Panorama Elementary,Grade 5,84,20230214
2023,16,Prince George's,0656,Panorama Elementary,All Grades,568,20230214
2023,16,Prince George's,0660,Drew Freeman Middle,Grade 6,207,20230214
2023,16,Prince George's,0660,Drew Freeman Middle,Grade 7,320,20230214
2023,16,Prince George's,0660,Drew Freeman Middle,Grade 8,306,20230214
2023,16,Prince George's,0660,Drew Freeman Middle,All Grades,833,20230214
2023,16,Prince George's,0661,Suitland Elementary,Prekindergarten Age 4,38,20230214
2023,16,Prince George's,0661,Suitland Elementary,Kindergarten,70,20230214
2023,16,Prince George's,0661,Suitland Elementary,Grade 1,75,20230214
2023,16,Prince George's,0661,Suitland Elementary,Grade 2,50,20230214
2023,16,Prince George's,0661,Suitland Elementary,Grade 3,80,20230214
2023,16,Prince George's,0661,Suitland Elementary,Grade 4,73,20230214
2023,16,Prince George's,0661,Suitland Elementary,Grade 5,70,20230214
2023,16,Prince George's,0661,Suitland Elementary,Grade 6,63,20230214
