Academic Year,LEA Number,LEA Name,School Number,School Name,School Type,Mobility Rate,Mobility Count,Entrants Rate,Entrants Count,Withdrawals Rate,Withdrawals Count,Average Daily Member Count,Create Date
2023,02,Anne Arundel,1212,Point Pleasant Elementary,Elementary,14.9,70,7.4,35,7.4,35,471.3,20240115
2023,02,Anne Arundel,1232,Quarterfield Elementary,Elementary,13.8,53,<= 5.0,*,8.9,34,383.4,20240115
2023,02,Anne Arundel,1242,Richard Henry Lee Elementary,Elementary,11.9,61,5.1,26,6.9,35,510.9,20240115
2023,02,Anne Arundel,1262,Woodside Elementary,Elementary,16.3,52,7.2,23,9.1,29,319.1,20240115
2023,02,Anne Arundel,1274,Marley Glen School,Elementary,23.8,10,16.7,7,7.1,3,42.0,20240115
2023,02,Anne Arundel,1274,Marley Glen School,Middle,37.0,6,12.3,2,24.7,4,16.2,20240115
2023,02,Anne Arundel,1274,Marley Glen School,High,11.4,2,5.7,1,5.7,1,17.5,20240115
2023,02,Anne Arundel,1274,Marley Glen School,All,23.8,18,13.2,10,10.6,8,75.8,20240115
2023,02,Anne Arundel,1323,North County High,High,13.3,323,<= 5.0,*,10.2,248,2428.0,20240115
2023,02,Anne Arundel,2013,Severna Park High,High,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20240115
2023,02,Anne Arundel,2023,Northeast High,High,9.9,135,<= 5.0,*,7.5,103,1368.4,20240115
2023,02,Anne Arundel,2033,Northeast Middle,Middle,12.2,108,6.0,53,6.2,55,882.0,20240115
2023,02,Anne Arundel,2043,Severna Park Middle,Middle,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20240115
2023,02,Anne Arundel,2052,Arnold Elementary,Elementary,5.8,29,<= 5.0,*,5.6,28,496.2,20240115
2023,02,Anne Arundel,2062,Belvedere Elementary,Elementary,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20240115
2023,02,Anne Arundel,2072,Benfield Elementary,Elementary,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20240115
2023,02,Anne Arundel,2082,Bodkin Elementary,Elementary,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20240115
2023,02,Anne Arundel,2092,Cape St. Claire Elementary,Elementary,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20240115
2023,02,Anne Arundel,2102,Folger Mckinsey Elementary,Elementary,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20240115
2023,02,Anne Arundel,2112,Fort Smallwood Elementary,Elementary,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20240115
2023,02,Anne Arundel,2132,High Point Elementary,Elementary,9.3,59,<= 5.0,*,6.8,43,634.9,20240115
2023,02,Anne Arundel,2142,Jacobsville Elementary,Elementary,7.2,35,<= 5.0,*,<= 5.0,*,488.1,20240115
2023,02,Anne Arundel,2152,Jones Elementary,Elementary,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20240115
2023,02,Anne Arundel,2162,Lake Shore Elementary,Elementary,7.0,21,<= 5.0,*,<= 5.0,*,301.2,20240115
2023,02,Anne Arundel,2172,Oak Hill Elementary,Elementary,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20240115
2023,02,Anne Arundel,2182,Pasadena Elementary,Elementary,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20240115
2023,02,Anne Arundel,2192,Riviera Beach Elementary,Elementary,6.3,16,<= 5.0,*,5.9,15,254.5,20240115
2023,02,Anne Arundel,2202,Severna Park Elementary,Elementary,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20240115
2023,02,Anne Arundel,2212,Solley Elementary,Elementary,8.2,55,<= 5.0,*,<= 5.0,*,667.7,20240115
2023,02,Anne Arundel,2222,Sunset Elementary,Elementary,6.7,27,<= 5.0,*,<= 5.0,*,402.9,20240115
2023,02,Anne Arundel,2233,Anne Arundel Evening High,High,>= 95.0,*,79.1,220,41.7,116,278.2,20240115
2023,02,Anne Arundel,2243,Magothy River Middle,Middle,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20240115
2023,02,Anne Arundel,2273,Chesapeake High,High,7.5,109,<= 5.0,*,5.6,81,1446.8,20240115
2023,02,Anne Arundel,2322,Broadneck Elementary,Elementary,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20240115
2023,02,Anne Arundel,2363,Broadneck High,High,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20240115
2023,02,Anne Arundel,2372,Windsor Farm Elementary,Elementary,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20240115
2023,02,Anne Arundel,2413,Severn River Middle,Middle,6.0,44,<= 5.0,*,<= 5.0,*,729.8,20240115
2023,02,Anne Arundel,2423,Chesapeake Bay Middle,Middle,5.7,63,<= 5.0,*,<= 5.0,*,1100.7,20240115
2023,02,Anne Arundel,2432,Shipley's Choice Elementary,Elementary,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20240115
2023,02,Anne Arundel,3013,Arundel High,High,7.1,116,<= 5.0,*,<= 5.0,*,1623.8,20240115
2023,02,Anne Arundel,3023,Arundel Middle,Middle,8.4,109,<= 5.0,*,<= 5.0,*,1296.2,20240115
2023,02,Anne Arundel,3033,MacArthur Middle,Middle,18.4,159,<= 5.0,*,14.2,123,863.5,20240115
2023,02,Anne Arundel,3062,Brock Bridge Elementary,Elementary,13.0,60,6.5,30,6.5,30,460.5,20240115
2023,02,Anne Arundel,3063,Crofton High School,High,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20240115
2023,02,Anne Arundel,3072,Crofton Elementary,Elementary,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20240115
2023,02,Anne Arundel,3082,Crofton Woods Elementary,Elementary,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20240115
2023,02,Anne Arundel,3092,Seven Oaks Elementary,Elementary,19.0,85,8.1,36,11.0,49,446.7,20240115
2023,02,Anne Arundel,3102,Hebron - Harman Elementary,Elementary,12.8,84,<= 5.0,*,8.2,54,655.5,20240115
2023,02,Anne Arundel,3112,Jessup Elementary,Elementary,9.6,51,<= 5.0,*,5.5,29,529.6,20240115
2023,02,Anne Arundel,3122,Manor View Elementary,Elementary,21.3,50,<= 5.0,*,18.8,44,234.4,20240115
2023,02,Anne Arundel,3132,Maryland City Elementary,Elementary,22.5,90,9.5,38,13.0,52,400.6,20240115
2023,02,Anne Arundel,3142,Meade Heights Elementary,Elementary,23.9,82,11.4,39,12.5,43,342.9,20240115
2023,02,Anne Arundel,3152,Van Bokkelen Elementary,Elementary,23.5,79,9.8,33,13.7,46,336.5,20240115
2023,02,Anne Arundel,3162,Millersville Elementary,Elementary,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20240115
2023,02,Anne Arundel,3172,Odenton Elementary,Elementary,13.5,72,6.6,35,7.0,37,532.3,20240115
2023,02,Anne Arundel,3182,Pershing Hill Elementary,Elementary,18.9,104,<= 5.0,*,16.0,88,549.2,20240115
2023,02,Anne Arundel,3192,Ridgeway Elementary,Elementary,6.9,41,<= 5.0,*,<= 5.0,*,598.5,20240115
2023,02,Anne Arundel,3202,Severn Elementary,Elementary,10.2,56,<= 5.0,*,6.6,36,547.7,20240115
2023,02,Anne Arundel,3212,South Shore Elementary,Elementary,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20240115
2023,02,Anne Arundel,3222,Waugh Chapel Elementary,Elementary,5.9,33,<= 5.0,*,<= 5.0,*,558.3,20240115
2023,02,Anne Arundel,3242,Piney Orchard Elementary,Elementary,6.5,63,<= 5.0,*,<= 5.0,*,970.2,20240115
2023,02,Anne Arundel,3263,Crofton Middle,Middle,5.3,73,<= 5.0,*,<= 5.0,*,1374.5,20240115
2023,02,Anne Arundel,3272,Four Seasons Elementary,Elementary,5.6,34,<= 5.0,*,<= 5.0,*,609.6,20240115
2023,02,Anne Arundel,3282,Nantucket Elementary,Elementary,7.1,49,<= 5.0,*,<= 5.0,*,685.5,20240115
2023,02,Anne Arundel,3323,Meade High,High,18.0,413,5.1,118,12.8,295,2297.5,20240115
2023,02,Anne Arundel,3333,Old Mill Middle North,Middle,16.2,154,5.2,49,11.1,105,949.3,20240115
2023,02,Anne Arundel,3343,Old Mill Middle South,Middle,8.7,85,<= 5.0,*,5.2,51,979.6,20240115
2023,02,Anne Arundel,3353,Old Mill High,High,9.4,226,<= 5.0,*,6.9,166,2415.3,20240115
2023,02,Anne Arundel,3362,Crofton Meadows Elementary,Elementary,5.2,29,<= 5.0,*,<= 5.0,*,559.7,20240115
2023,02,Anne Arundel,3372,Glen Burnie Park Elementary,Elementary,17.7,82,8.7,40,9.1,42,462.4,20240115
2023,02,Anne Arundel,3382,Southgate Elementary,Elementary,15.8,108,5.6,38,10.3,70,681.9,20240115
2023,02,Anne Arundel,3392,Rippling Woods Elementary,Elementary,18.9,96,8.5,43,10.4,53,508.6,20240115
2023,02,Anne Arundel,3414,Ruth Parker Eason School,Elementary,24.5,16,18.4,12,6.1,4,65.3,20240115
2023,02,Anne Arundel,3414,Ruth Parker Eason School,Middle,15.2,3,5.1,1,10.1,2,19.7,20240115
2023,02,Anne Arundel,3414,Ruth Parker Eason School,High,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20240115
2023,02,Anne Arundel,3414,Ruth Parker Eason School,All,16.5,19,11.3,13,5.2,6,115.1,20240115
2023,02,Anne Arundel,3423,Meade Middle,Middle,20.2,160,8.6,68,11.6,92,791.7,20240115
2023,02,Anne Arundel,4013,Annapolis High,High,10.7,226,<= 5.0,*,8.5,179,2108.9,20240115
2023,02,Anne Arundel,4023,Southern High,High,6.5,69,<= 5.0,*,<= 5.0,*,1059.4,20240115
2023,02,Anne Arundel,4033,Annapolis Middle,Middle,10.8,94,<= 5.0,*,8.1,70,868.7,20240115
2023,02,Anne Arundel,4043,Wiley H. Bates Middle,Middle,10.0,68,<= 5.0,*,6.3,43,680.1,20240115
2023,02,Anne Arundel,4053,Southern Middle,Middle,7.1,53,<= 5.0,*,<= 5.0,*,749.6,20240115
2023,02,Anne Arundel,4054,AACPS Virtual Academy,Elementary,8.6,9,<= 5.0,*,6.7,7,104.3,20240115
2023,02,Anne Arundel,4054,AACPS Virtual Academy,Middle,12.4,24,<= 5.0,*,8.2,16,194.0,20240115
2023,02,Anne Arundel,4054,AACPS Virtual Academy,High,10.7,19,<= 5.0,*,8.5,15,177.0,20240115
2023,02,Anne Arundel,4054,AACPS Virtual Academy,All,10.9,52,<= 5.0,*,8.0,38,475.3,20240115
2023,02,Anne Arundel,4064,Mary Moss at Adams Academy,Middle,>= 95.0,*,>= 95.0,*,92.2,52,56.4,20240115
2023,02,Anne Arundel,4074,Phoenix Academy,Elementary,*,*,*,*,*,*,*,20240115
2023,02,Anne Arundel,4074,Phoenix Academy,Middle,79.2,18,35.2,8,44.0,10,22.7,20240115
2023,02,Anne Arundel,4074,Phoenix Academy,High,>= 95.0,*,54.4,44,45.8,37,80.8,20240115
2023,02,Anne Arundel,4074,Phoenix Academy,All,>= 95.0,*,54.1,58,44.8,48,107.2,20240115
2023,02,Anne Arundel,4092,Annapolis Elementary,Elementary,22.7,36,10.7,17,12.0,19,158.6,20240115
2023,02,Anne Arundel,4112,Central Elementary,Elementary,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20240115
2023,02,Anne Arundel,4122,Davidsonville Elementary,Elementary,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20240115
2023,02,Anne Arundel,4132,Deale Elementary,Elementary,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20240115
2023,02,Anne Arundel,4142,Eastport Elementary,Elementary,18.5,47,9.5,24,9.1,23,253.6,20240115
2023,02,Anne Arundel,4152,Edgewater Elementary,Elementary,7.4,41,<= 5.0,*,<= 5.0,*,553.7,20240115
2023,02,Anne Arundel,4162,Georgetown East Elementary,Elementary,16.9,37,6.9,15,10.1,22,218.5,20240115
2023,02,Anne Arundel,4182,Germantown Elementary,Elementary,6.0,26,<= 5.0,*,<= 5.0,*,431.2,20240115
2023,02,Anne Arundel,4192,Hillsmere Elementary,Elementary,10.2,37,<= 5.0,*,7.1,26,364.0,20240115
2023,02,Anne Arundel,4202,Lothian Elementary,Elementary,9.1,41,<= 5.0,*,5.8,26,451.8,20240115
2023,02,Anne Arundel,4212,Mayo Elementary,Elementary,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20240115
2023,02,Anne Arundel,4222,Walter S. Mills - Parole Elementary,Elementary,15.9,83,6.1,32,9.8,51,521.7,20240115
2023,02,Anne Arundel,4232,Rolling Knolls Elementary,Elementary,11.6,44,5.8,22,5.8,22,380.8,20240115
2023,02,Anne Arundel,4242,Shady Side Elementary,Elementary,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20240115
2023,02,Anne Arundel,4252,Traceys Elementary,Elementary,6.2,26,<= 5.0,*,<= 5.0,*,420.0,20240115
2023,02,Anne Arundel,4262,Tyler Heights Elementary,Elementary,16.4,64,7.2,28,9.2,36,391.2,20240115
2023,02,Anne Arundel,4272,West Annapolis Elementary,Elementary,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20240115
2023,02,Anne Arundel,4283,Central Middle,Middle,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20240115
2023,02,Anne Arundel,4293,South River High,High,5.6,92,<= 5.0,*,<= 5.0,*,1639.7,20240115
2023,02,Anne Arundel,4304,Central Special School,Elementary,22.8,9,17.7,7,5.1,2,39.5,20240115
2023,02,Anne Arundel,4304,Central Special School,Middle,8.0,2,<= 5.0,*,<= 5.0,*,25.0,20240115
2023,02,Anne Arundel,4304,Central Special School,High,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20240115
2023,02,Anne Arundel,4304,Central Special School,All,12.8,12,8.5,8,<= 5.0,*,94.0,20240115
2023,02,Anne Arundel,6113,Monarch Global Academy PCS Laurel Campus,Elementary,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20240115
2023,02,Anne Arundel,6113,Monarch Global Academy PCS Laurel Campus,Middle,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20240115
2023,02,Anne Arundel,6113,Monarch Global Academy PCS Laurel Campus,All,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20240115
2023,02,Anne Arundel,6123,Monarch Academy Annapolis ES,Elementary,11.1,63,<= 5.0,*,9.7,55,567.0,20240115
2023,02,Anne Arundel,6223,Chesapeake Science Point,Middle,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20240115
2023,02,Anne Arundel,6223,Chesapeake Science Point,High,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20240115
2023,02,Anne Arundel,6223,Chesapeake Science Point,All,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20240115
2023,02,Anne Arundel,6233,Monarch Academy,Elementary,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20240115
2023,02,Anne Arundel,6233,Monarch Academy,Middle,6.1,14,<= 5.0,*,5.2,12,229.9,20240115
2023,02,Anne Arundel,6233,Monarch Academy,All,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20240115
2023,02,Anne Arundel,A,All Anne Arundel Schools,Elementary,9.6,3564,<= 5.0,*,5.7,2127,37311.8,20240115
2023,02,Anne Arundel,A,All Anne Arundel Schools,Middle,9.7,1861,<= 5.0,*,5.9,1139,19245.7,20240115
2023,02,Anne Arundel,A,All Anne Arundel Schools,High,10.7,2725,<= 5.0,*,7.2,1825,25429.5,20240115
2023,02,Anne Arundel,A,All Anne Arundel Schools,All,9.9,8150,<= 5.0,*,6.2,5091,81987.0,20240115
2023,03,Baltimore County,0051,Northwest EDLP at Milford Mill Academy,High,*,*,*,*,*,*,*,20240115
2023,03,Baltimore County,0052,Southwest EDLP at Woodlawn High School,High,>= 95.0,*,>= 95.0,*,>= 95.0,*,*,20240115
2023,03,Baltimore County,0053,Northeast EDLP at Parkville High School,High,>= 95.0,*,>= 95.0,*,73.6,8,10.9,20240115
2023,03,Baltimore County,0055,Southeast EDLP at Dundalk High School,High,>= 95.0,*,64.6,9,43.1,6,13.9,20240115
2023,03,Baltimore County,0058,Home Assignments-Secondary,Middle,>= 95.0,*,>= 95.0,*,>= 95.0,*,*,20240115
2023,03,Baltimore County,0058,Home Assignments-Secondary,High,>= 95.0,*,>= 95.0,*,>= 95.0,*,*,20240115
2023,03,Baltimore County,0058,Home Assignments-Secondary,All,>= 95.0,*,>= 95.0,*,>= 95.0,*,*,20240115
2023,03,Baltimore County,0069,Catonsville Center for Alternative Studies,High,>= 95.0,*,>= 95.0,*,>= 95.0,*,*,20240115
2023,03,Baltimore County,0070,Meadowood Education Center,Middle,>= 95.0,*,>= 95.0,*,>= 95.0,*,*,20240115
2023,03,Baltimore County,0072,Rosedale Center,High,>= 95.0,*,>= 95.0,*,>= 95.0,*,*,20240115
2023,03,Baltimore County,0075,Crossroads Center,Middle,>= 95.0,*,>= 95.0,*,>= 95.0,*,*,20240115
2023,03,Baltimore County,0077,BCDC Educational Center,High,>= 95.0,*,>= 95.0,*,>= 95.0,*,*,20240115
2023,03,Baltimore County,0101,Catonsville Elementary,Elementary,6.1,37,<= 5.0,*,<= 5.0,*,601.7,20240115
2023,03,Baltimore County,0102,Westchester Elementary,Elementary,7.4,46,<= 5.0,*,<= 5.0,*,618.8,20240115
2023,03,Baltimore County,0103,Westowne Elementary,Elementary,10.8,62,<= 5.0,*,7.9,45,571.5,20240115
2023,03,Baltimore County,0104,Edmondson Heights Elementary,Elementary,16.9,83,8.6,42,8.4,41,490.0,20240115
2023,03,Baltimore County,0105,Johnnycake Elementary,Elementary,17.7,90,8.4,43,9.2,47,509.5,20240115
2023,03,Baltimore County,0111,Maiden Choice School,Elementary,27.4,9,12.2,4,15.2,5,32.8,20240115
2023,03,Baltimore County,0111,Maiden Choice School,Middle,27.3,7,<= 5.0,*,23.4,6,25.6,20240115
2023,03,Baltimore County,0111,Maiden Choice School,High,22.8,10,13.7,6,9.1,4,43.8,20240115
2023,03,Baltimore County,0111,Maiden Choice School,All,25.4,26,10.8,11,14.7,15,102.2,20240115
2023,03,Baltimore County,0112,Dogwood Elementary,Elementary,22.3,100,8.5,38,13.8,62,448.0,20240115
2023,03,Baltimore County,0113,Chadwick Elementary,Elementary,21.8,122,6.4,36,15.3,86,560.7,20240115
2023,03,Baltimore County,0115,Hillcrest Elementary,Elementary,7.7,49,<= 5.0,*,<= 5.0,*,638.9,20240115
2023,03,Baltimore County,0116,Woodbridge Elementary,Elementary,25.2,103,11.3,46,14.0,57,408.0,20240115
2023,03,Baltimore County,0151,Catonsville Middle,Middle,8.5,68,<= 5.0,*,5.7,45,796.1,20240115
2023,03,Baltimore County,0155,Southwest Academy,Middle,15.4,114,6.9,51,8.5,63,738.3,20240115
2023,03,Baltimore County,0172,Woodlawn High,High,22.8,414,8.3,151,14.5,263,1813.5,20240115
2023,03,Baltimore County,0174,Catonsville High,High,15.1,256,<= 5.0,*,10.4,176,1694.4,20240115
2023,03,Baltimore County,0175,Western School of Technology,High,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20240115
2023,03,Baltimore County,0202,Randallstown Elementary,Elementary,16.6,54,<= 5.0,*,11.7,38,325.2,20240115
2023,03,Baltimore County,0204,Featherbed Lane Elementary,Elementary,29.8,148,12.5,62,17.3,86,496.3,20240115
2023,03,Baltimore County,0205,Woodmoor Elementary,Elementary,22.7,114,10.7,54,11.9,60,502.5,20240115
2023,03,Baltimore County,0206,Scotts Branch Elementary,Elementary,30.1,137,10.3,47,19.8,90,454.5,20240115
2023,03,Baltimore County,0207,Church Lane Elementary,Elementary,14.4,41,6.3,18,8.1,23,285.1,20240115
2023,03,Baltimore County,0209,Hebbville Elementary,Elementary,15.4,61,5.3,21,10.1,40,395.5,20240115
2023,03,Baltimore County,0210,Powhatan Elementary,Elementary,25.5,57,12.5,28,13.0,29,223.2,20240115
2023,03,Baltimore County,0211,Winfield Elementary,Elementary,25.8,103,11.5,46,14.3,57,399.2,20240115
2023,03,Baltimore County,0213,Winand Elementary,Elementary,9.0,33,<= 5.0,*,5.2,19,368.2,20240115
2023,03,Baltimore County,0214,Hernwood Elementary,Elementary,25.9,75,13.5,39,12.4,36,289.6,20240115
2023,03,Baltimore County,0216,Deer Park Elementary,Elementary,14.7,56,5.8,22,8.9,34,381.4,20240115
2023,03,Baltimore County,0217,New Town Elementary,Elementary,16.9,132,7.8,61,9.1,71,780.2,20240115
2023,03,Baltimore County,0219,Watershed Public Charter,Elementary,6.4,18,<= 5.0,*,6.4,18,279.6,20240115
2023,03,Baltimore County,0252,Northwest Academy of Health Sciences,Middle,21.6,164,9.1,69,12.5,95,760.1,20240115
2023,03,Baltimore County,0253,Woodlawn Middle,Middle,17.9,113,8.2,52,9.7,61,630.8,20240115
2023,03,Baltimore County,0254,Deer Park Middle Magnet School,Middle,14.7,193,5.9,78,8.7,115,1317.3,20240115
2023,03,Baltimore County,0256,Windsor Mill Middle,Middle,17.5,110,7.5,47,10.0,63,630.3,20240115
2023,03,Baltimore County,0271,Milford Mill Academy,High,17.3,228,6.2,82,11.1,146,1316.9,20240115
2023,03,Baltimore County,0272,Randallstown High,High,14.9,171,5.5,63,9.4,108,1148.2,20240115
2023,03,Baltimore County,0303,Bedford Elementary,Elementary,16.1,49,10.5,32,5.6,17,305.2,20240115
2023,03,Baltimore County,0304,Wellwood International School,Elementary,21.4,99,7.6,35,13.8,64,462.7,20240115
2023,03,Baltimore County,0307,Milbrook Elementary,Elementary,21.3,75,10.2,36,11.1,39,352.1,20240115
2023,03,Baltimore County,0308,Fort Garrison Elementary,Elementary,7.1,19,<= 5.0,*,<= 5.0,*,267.2,20240115
2023,03,Baltimore County,0310,Summit Park Elementary,Elementary,6.1,20,<= 5.0,*,<= 5.0,*,328.2,20240115
2023,03,Baltimore County,0311,Woodholme Elementary,Elementary,16.3,112,<= 5.0,*,11.3,78,688.7,20240115
2023,03,Baltimore County,0352,Pikesville Middle,Middle,16.0,154,6.5,63,9.5,91,962.1,20240115
2023,03,Baltimore County,0353,Sudbrook Magnet Middle,Middle,9.2,86,<= 5.0,*,6.7,63,936.4,20240115
2023,03,Baltimore County,0371,Pikesville High,High,12.5,112,5.4,48,7.2,64,893.7,20240115
2023,03,Baltimore County,0402,Owings Mills Elementary,Elementary,15.5,105,5.2,35,10.3,70,678.0,20240115
2023,03,Baltimore County,0403,Franklin Elementary,Elementary,6.3,24,<= 5.0,*,<= 5.0,*,383.5,20240115
2023,03,Baltimore County,0404,Chatsworth School,Elementary,5.9,16,<= 5.0,*,<= 5.0,*,271.7,20240115
2023,03,Baltimore County,0405,Timber Grove Elementary,Elementary,11.2,56,<= 5.0,*,6.6,33,501.8,20240115
2023,03,Baltimore County,0406,Reisterstown Elementary,Elementary,27.2,122,10.7,48,16.5,74,449.3,20240115
