Academic Year,LSS Number,LSS Name,School Number,School Name,School Type,Attend Rate Pct,Days Attended Cnt,Days Member Cnt,Fewer 5 Pct,Fewer 5 Cnt,More 20 Pct,More 20 Cnt,More 90 Member Cnt,Chronic Absentee Cnt,Chronic Absentee Denom,Chronic Absentee Pct,Create Date
2021,02,Anne Arundel,1033,Glen Burnie High,High,87.7,213895.0,244005.0,32.0,675,35.6,750,2107,863,2195,39.3,20220125
2021,02,Anne Arundel,1043,Corkran Middle School,Middle,89.9,65526.0,72924.0,35.9,230,30.3,194,641,224,664,33.7,20220125
2021,02,Anne Arundel,1053,Lindale Middle,Middle,91.6,125174.5,136603.0,47.1,565,23.0,276,1200,330,1249,26.4,20220125
2021,02,Anne Arundel,1063,Marley Middle,Middle,89.9,98131.0,109139.0,35.6,341,27.4,263,959,308,995,31.0,20220125
2021,02,Anne Arundel,1082,Belle Grove Elementary,Elementary,92.4,23371.5,25302.0,37.2,84,23.9,54,226,81,286,28.3,20220125
2021,02,Anne Arundel,1092,Brooklyn Park Elementary,Elementary,91.6,36702.5,40054.0,35.0,124,22.9,81,354,121,440,27.5,20220125
2021,02,Anne Arundel,1112,George T. Cromwell Elementary,Elementary,89.6,28173.0,31427.0,33.8,93,29.1,80,275,108,354,30.5,20220125
2021,02,Anne Arundel,1122,Freetown Elementary,Elementary,93.9,41465.0,44174.0,42.1,163,20.2,78,387,112,470,23.8,20220125
2021,02,Anne Arundel,1132,Glendale Elementary,Elementary,93.9,38432.0,40912.0,47.1,170,15.8,57,361,90,429,21.0,20220125
2021,02,Anne Arundel,1142,Hilltop Elementary,Elementary,92.3,52535.0,56901.0,33.3,166,24.1,120,498,189,604,31.3,20220125
2021,02,Anne Arundel,1152,Linthicum Elementary,Elementary,>= 95.0,*,*,65.7,241,9.8,36,367,51,444,11.5,20220125
2021,02,Anne Arundel,1162,Marley Elementary,Elementary,93.9,66924.5,71283.0,49.0,308,15.6,98,628,184,793,23.2,20220125
2021,02,Anne Arundel,1172,North Glen Elementary,Elementary,89.9,23466.5,26095.0,36.5,84,27.4,63,230,86,293,29.4,20220125
2021,02,Anne Arundel,1182,Oakwood Elementary,Elementary,93.8,23549.0,25106.0,49.5,110,17.1,38,222,66,290,22.8,20220125
2021,02,Anne Arundel,1192,Overlook Elementary,Elementary,>= 95.0,*,*,55.7,157,7.4,21,282,42,360,11.7,20220125
2021,02,Anne Arundel,1202,Park Elementary,Elementary,90.4,41926.0,46403.0,34.0,137,24.8,100,403,149,519,28.7,20220125
2021,02,Anne Arundel,1212,Point Pleasant Elementary,Elementary,>= 95.0,*,*,53.2,209,10.4,41,393,83,508,16.3,20220125
2021,02,Anne Arundel,1232,Quarterfield Elementary,Elementary,>= 95.0,*,*,64.1,209,7.1,23,326,43,405,10.6,20220125
2021,02,Anne Arundel,1242,Richard Henry Lee Elementary,Elementary,94.7,43084.0,45489.0,54.8,217,13.1,52,396,91,487,18.7,20220125
2021,02,Anne Arundel,1262,Woodside Elementary,Elementary,93.3,29352.0,31456.0,53.5,147,19.3,53,275,65,326,19.9,20220125
2021,02,Anne Arundel,1274,Marley Glen School,Elementary,67.3,2787.0,4140.0,11.1,4,58.3,21,36,31,50,62.0,20220125
2021,02,Anne Arundel,1274,Marley Glen School,Middle,*,*,*,*,*,*,*,*,*,*,*,20220125
2021,02,Anne Arundel,1274,Marley Glen School,High,77.0,1262.0,1638.0,7.1,1,71.4,10,14,12,16,75.0,20220125
2021,02,Anne Arundel,1274,Marley Glen School,All,71.2,4747.0,6670.0,12.1,7,62.1,36,58,48,74,64.9,20220125
2021,02,Anne Arundel,1323,North County High,High,86.9,233273.5,268365.0,30.6,714,40.1,936,2333,1024,2387,42.9,20220125
2021,02,Anne Arundel,2013,Severna Park High,High,>= 95.0,*,*,51.6,972,10.8,203,1883,244,1900,12.8,20220125
2021,02,Anne Arundel,2023,Northeast High,High,91.8,143733.5,156644.0,38.6,522,23.7,321,1352,374,1386,27.0,20220125
2021,02,Anne Arundel,2033,George Fox Middle,Middle,92.7,94519.0,101977.0,42.0,374,22.2,198,890,242,913,26.5,20220125
2021,02,Anne Arundel,2043,Severna Park Middle,Middle,>= 95.0,*,*,71.9,1009,5.1,71,1403,89,1431,6.2,20220125
2021,02,Anne Arundel,2052,Arnold Elementary,Elementary,>= 95.0,*,*,71.0,277,<= 5.0,*,390,*,*,<= 5.0,20220125
2021,02,Anne Arundel,2062,Belvedere Elementary,Elementary,>= 95.0,*,*,69.8,257,<= 5.0,*,368,23,455,5.1,20220125
2021,02,Anne Arundel,2072,Benfield Elementary,Elementary,>= 95.0,*,*,73.0,219,<= 5.0,*,300,*,*,<= 5.0,20220125
2021,02,Anne Arundel,2082,Bodkin Elementary,Elementary,>= 95.0,*,*,80.4,325,<= 5.0,*,404,*,*,<= 5.0,20220125
2021,02,Anne Arundel,2092,Cape St. Claire Elementary,Elementary,>= 95.0,*,*,72.8,334,<= 5.0,*,459,*,*,<= 5.0,20220125
2021,02,Anne Arundel,2102,Folger Mckinsey Elementary,Elementary,>= 95.0,*,*,80.2,380,<= 5.0,*,474,*,*,<= 5.0,20220125
2021,02,Anne Arundel,2112,Fort Smallwood Elementary,Elementary,>= 95.0,*,*,56.8,197,6.6,23,347,37,424,8.7,20220125
2021,02,Anne Arundel,2132,High Point Elementary,Elementary,94.9,57129.0,60171.0,47.9,251,13.9,73,524,109,642,17.0,20220125
2021,02,Anne Arundel,2142,Jacobsville Elementary,Elementary,>= 95.0,*,*,60.8,259,6.1,26,426,41,523,7.8,20220125
2021,02,Anne Arundel,2152,Jones Elementary,Elementary,>= 95.0,*,*,72.5,177,<= 5.0,*,244,*,*,<= 5.0,20220125
2021,02,Anne Arundel,2162,Lake Shore Elementary,Elementary,>= 95.0,*,*,56.6,141,10.8,27,249,39,301,13.0,20220125
2021,02,Anne Arundel,2172,Oak Hill Elementary,Elementary,>= 95.0,*,*,78.9,423,<= 5.0,*,536,*,*,<= 5.0,20220125
2021,02,Anne Arundel,2182,Pasadena Elementary,Elementary,>= 95.0,*,*,66.0,190,<= 5.0,*,288,27,359,7.5,20220125
2021,02,Anne Arundel,2192,Riviera Beach Elementary,Elementary,>= 95.0,*,*,50.3,99,11.7,23,197,42,262,16.0,20220125
2021,02,Anne Arundel,2202,Severna Park Elementary,Elementary,>= 95.0,*,*,72.6,236,<= 5.0,*,325,*,*,<= 5.0,20220125
2021,02,Anne Arundel,2212,Solley Elementary,Elementary,94.1,61552.5,65388.0,50.2,283,13.8,78,564,124,722,17.2,20220125
2021,02,Anne Arundel,2222,Sunset Elementary,Elementary,>= 95.0,*,*,54.4,180,10.6,35,331,55,408,13.5,20220125
2021,02,Anne Arundel,2233,Anne Arundel Evening High,High,76.6,15799.5,20633.0,12.9,22,62.6,107,171,220,306,71.9,20220125
2021,02,Anne Arundel,2243,Magothy River Middle,Middle,>= 95.0,*,*,73.6,523,<= 5.0,*,711,*,*,<= 5.0,20220125
2021,02,Anne Arundel,2273,Chesapeake High,High,92.4,154772.0,167502.0,40.6,590,23.3,339,1453,391,1482,26.4,20220125
2021,02,Anne Arundel,2322,Broadneck Elementary,Elementary,>= 95.0,*,*,68.4,420,<= 5.0,*,614,*,*,<= 5.0,20220125
2021,02,Anne Arundel,2363,Broadneck High,High,94.6,242447.0,256307.0,47.0,1046,17.4,388,2224,447,2256,19.8,20220125
2021,02,Anne Arundel,2372,Windsor Farm Elementary,Elementary,>= 95.0,*,*,69.1,306,<= 5.0,*,443,*,*,<= 5.0,20220125
2021,02,Anne Arundel,2413,Severn River Middle,Middle,>= 95.0,*,*,61.7,493,8.3,66,799,86,823,10.4,20220125
2021,02,Anne Arundel,2423,Chesapeake Bay Middle,Middle,>= 95.0,*,*,57.4,629,12.6,138,1096,165,1114,14.8,20220125
2021,02,Anne Arundel,2432,Shipley's Choice Elementary,Elementary,>= 95.0,*,*,84.0,274,<= 5.0,*,326,*,*,<= 5.0,20220125
2021,02,Anne Arundel,3013,Arundel High,High,93.0,200680.0,215836.0,45.3,852,21.7,407,1879,465,1909,24.4,20220125
2021,02,Anne Arundel,3023,Arundel Middle,Middle,>= 95.0,*,*,65.8,728,8.5,94,1106,119,1149,10.4,20220125
2021,02,Anne Arundel,3033,MacArthur Middle,Middle,94.3,96248.0,102101.0,50.8,452,14.3,127,890,174,963,18.1,20220125
2021,02,Anne Arundel,3062,Brock Bridge Elementary,Elementary,94.3,46506.0,49312.0,44.7,193,17.1,74,432,132,545,24.2,20220125
2021,02,Anne Arundel,3063,Crofton High School,High,>= 95.0,*,*,52.7,413,11.6,91,784,113,801,14.1,20220125
2021,02,Anne Arundel,3072,Crofton Elementary,Elementary,>= 95.0,*,*,78.4,429,<= 5.0,*,547,*,*,<= 5.0,20220125
2021,02,Anne Arundel,3082,Crofton Woods Elementary,Elementary,>= 95.0,*,*,73.9,454,<= 5.0,*,614,*,*,<= 5.0,20220125
2021,02,Anne Arundel,3092,Seven Oaks Elementary,Elementary,>= 95.0,*,*,57.6,230,9.5,38,399,65,496,13.1,20220125
2021,02,Anne Arundel,3102,Hebron - Harman Elementary,Elementary,93.6,59353.0,63392.0,46.2,258,17.7,99,558,149,689,21.6,20220125
2021,02,Anne Arundel,3112,Jessup Elementary,Elementary,>= 95.0,*,*,56.6,239,9.2,39,422,73,530,13.8,20220125
2021,02,Anne Arundel,3122,Manor View Elementary,Elementary,>= 95.0,*,*,64.4,145,<= 5.0,*,225,40,268,14.9,20220125
2021,02,Anne Arundel,3132,Maryland City Elementary,Elementary,>= 95.0,*,*,62.9,185,7.5,22,294,48,390,12.3,20220125
2021,02,Anne Arundel,3142,Meade Heights Elementary,Elementary,94.4,30096.0,31888.0,57.4,159,14.1,39,277,57,362,15.7,20220125
2021,02,Anne Arundel,3152,Van Bokkelen Elementary,Elementary,91.1,32317.5,35456.0,29.3,92,29.3,92,314,135,381,35.4,20220125
2021,02,Anne Arundel,3162,Millersville Elementary,Elementary,>= 95.0,*,*,67.4,192,<= 5.0,*,285,21,352,6.0,20220125
2021,02,Anne Arundel,3172,Odenton Elementary,Elementary,>= 95.0,*,*,63.0,266,9.5,40,422,68,537,12.7,20220125
2021,02,Anne Arundel,3182,Pershing Hill Elementary,Elementary,>= 95.0,*,*,57.8,282,<= 5.0,*,488,52,579,9.0,20220125
2021,02,Anne Arundel,3192,Ridgeway Elementary,Elementary,>= 95.0,*,*,67.2,363,5.7,31,540,62,642,9.7,20220125
2021,02,Anne Arundel,3202,Severn Elementary,Elementary,>= 95.0,*,*,65.6,282,7.2,31,430,53,533,9.9,20220125
2021,02,Anne Arundel,3212,South Shore Elementary,Elementary,>= 95.0,*,*,73.6,167,<= 5.0,*,227,21,288,7.3,20220125
2021,02,Anne Arundel,3222,Waugh Chapel Elementary,Elementary,>= 95.0,*,*,70.2,348,5.2,26,496,54,613,8.8,20220125
2021,02,Anne Arundel,3242,Piney Orchard Elementary,Elementary,>= 95.0,*,*,74.0,489,<= 5.0,*,661,56,849,6.6,20220125
2021,02,Anne Arundel,3263,Crofton Middle,Middle,>= 95.0,*,*,67.5,909,5.8,78,1347,109,1366,8.0,20220125
2021,02,Anne Arundel,3272,Four Seasons Elementary,Elementary,>= 95.0,*,*,71.2,359,<= 5.0,*,504,32,625,5.1,20220125
2021,02,Anne Arundel,3282,Nantucket Elementary,Elementary,>= 95.0,*,*,71.1,433,<= 5.0,*,609,39,721,5.4,20220125
2021,02,Anne Arundel,3323,Meade High,High,89.3,213282.5,238809.0,33.2,687,30.6,632,2067,769,2173,35.4,20220125
2021,02,Anne Arundel,3333,Old Mill Middle North,Middle,94.0,111201.0,118318.0,56.1,580,14.8,153,1033,188,1075,17.5,20220125
2021,02,Anne Arundel,3343,Old Mill Middle South,Middle,94.8,109652.5,115611.0,61.4,621,11.0,111,1012,136,1039,13.1,20220125
2021,02,Anne Arundel,3353,Old Mill High,High,92.3,250895.0,271852.0,38.9,918,23.1,545,2360,636,2412,26.4,20220125
2021,02,Anne Arundel,3362,Crofton Meadows Elementary,Elementary,>= 95.0,*,*,69.7,322,<= 5.0,*,462,34,548,6.2,20220125
2021,02,Anne Arundel,3372,Glen Burnie Park Elementary,Elementary,94.0,43158.5,45895.0,45.1,180,17.8,71,399,115,495,23.2,20220125
2021,02,Anne Arundel,3382,Southgate Elementary,Elementary,>= 95.0,*,*,52.6,318,14.2,86,604,143,743,19.2,20220125
2021,02,Anne Arundel,3392,Rippling Woods Elementary,Elementary,>= 95.0,*,*,54.2,249,8.7,40,459,81,565,14.3,20220125
2021,02,Anne Arundel,3414,Ruth Parker Eason School,Elementary,73.2,4315.0,5897.0,11.5,6,59.6,31,52,45,65,69.2,20220125
2021,02,Anne Arundel,3414,Ruth Parker Eason School,Middle,75.0,1277.0,1702.0,6.7,1,73.3,11,15,13,17,76.5,20220125
2021,02,Anne Arundel,3414,Ruth Parker Eason School,High,76.9,2430.0,3159.0,17.9,5,57.1,16,28,16,28,57.1,20220125
2021,02,Anne Arundel,3414,Ruth Parker Eason School,All,74.6,8022.0,10758.0,12.6,12,61.1,58,95,74,110,67.3,20220125
2021,02,Anne Arundel,3423,Meade Middle,Middle,91.6,86341.0,94308.0,36.4,301,32.2,267,828,320,882,36.3,20220125
2021,02,Anne Arundel,4013,Annapolis High,High,87.9,213714.5,243265.0,28.7,603,38.2,802,2101,932,2189,42.6,20220125
2021,02,Anne Arundel,4023,Southern High,High,89.4,105507.5,118060.0,30.6,312,31.5,321,1018,374,1056,35.4,20220125
2021,02,Anne Arundel,4033,Annapolis Middle,Middle,89.8,107939.5,120231.0,39.8,420,29.3,309,1054,357,1084,32.9,20220125
2021,02,Anne Arundel,4043,Wiley H. Bates Middle,Middle,94.5,74046.0,78377.0,56.0,384,17.3,119,686,145,708,20.5,20220125
2021,02,Anne Arundel,4053,Southern Middle,Middle,93.4,83931.0,89904.0,42.0,331,21.8,172,788,199,813,24.5,20220125
2021,02,Anne Arundel,4064,Mary Moss at Adams Academy,Middle,57.2,2686.5,4694.0,<= 5.0,*,92.7,38,41,44,49,89.8,20220125
2021,02,Anne Arundel,4074,Phoenix Academy,Elementary,73.3,1131.0,1543.0,14.3,2,64.3,9,14,10,14,71.4,20220125
2021,02,Anne Arundel,4074,Phoenix Academy,Middle,84.7,3730.5,4406.0,17.5,7,57.5,23,40,27,43,62.8,20220125
2021,02,Anne Arundel,4074,Phoenix Academy,High,70.0,9436.5,13481.0,5.3,6,81.6,93,114,110,132,83.3,20220125
2021,02,Anne Arundel,4074,Phoenix Academy,All,73.6,14298.0,19430.0,8.9,15,74.4,125,168,147,189,77.8,20220125
2021,02,Anne Arundel,4092,Annapolis Elementary,Elementary,91.7,15501.0,16903.0,28.8,42,28.8,42,146,61,180,33.9,20220125
2021,02,Anne Arundel,4112,Central Elementary,Elementary,>= 95.0,*,*,66.7,317,<= 5.0,*,475,40,584,6.8,20220125
2021,02,Anne Arundel,4122,Davidsonville Elementary,Elementary,>= 95.0,*,*,74.3,388,<= 5.0,*,522,*,*,<= 5.0,20220125
2021,02,Anne Arundel,4132,Deale Elementary,Elementary,>= 95.0,*,*,49.7,87,9.7,17,175,33,221,14.9,20220125
2021,02,Anne Arundel,4142,Eastport Elementary,Elementary,94.1,21078.5,22390.0,48.7,95,15.9,31,195,61,266,22.9,20220125
2021,02,Anne Arundel,4152,Edgewater Elementary,Elementary,>= 95.0,*,*,57.6,269,7.9,37,467,57,579,9.8,20220125
2021,02,Anne Arundel,4162,Georgetown East Elementary,Elementary,90.9,20710.5,22776.0,25.6,52,26.6,54,203,89,263,33.8,20220125
2021,02,Anne Arundel,4182,Germantown Elementary,Elementary,>= 95.0,*,*,48.3,169,11.1,39,350,68,443,15.3,20220125
2021,02,Anne Arundel,4192,Hillsmere Elementary,Elementary,>= 95.0,*,*,60.6,174,9.8,28,287,48,368,13.0,20220125
2021,02,Anne Arundel,4202,Lothian Elementary,Elementary,94.4,39743.0,42116.0,50.1,182,16.0,58,363,88,464,19.0,20220125
2021,02,Anne Arundel,4212,Mayo Elementary,Elementary,>= 95.0,*,*,69.9,204,<= 5.0,*,292,*,*,<= 5.0,20220125
2021,02,Anne Arundel,4222,Walter S. Mills - Parole Elementary,Elementary,93.5,43757.5,46801.0,41.0,169,18.9,78,412,113,513,22.0,20220125
2021,02,Anne Arundel,4232,Rolling Knolls Elementary,Elementary,>= 95.0,*,*,63.7,193,5.3,16,303,36,381,9.4,20220125
2021,02,Anne Arundel,4242,Shady Side Elementary,Elementary,>= 95.0,*,*,55.1,183,9.0,30,332,45,427,10.5,20220125
2021,02,Anne Arundel,4252,Traceys Elementary,Elementary,>= 95.0,*,*,59.3,204,6.7,23,344,38,410,9.3,20220125
2021,02,Anne Arundel,4262,Tyler Heights Elementary,Elementary,>= 95.0,*,*,53.6,181,13.0,44,338,83,427,19.4,20220125
2021,02,Anne Arundel,4272,West Annapolis Elementary,Elementary,>= 95.0,*,*,69.5,121,<= 5.0,*,174,13,239,5.4,20220125
2021,02,Anne Arundel,4283,Central Middle,Middle,>= 95.0,*,*,61.0,816,9.3,124,1338,155,1366,11.3,20220125
2021,02,Anne Arundel,4293,South River High,High,93.9,206239.0,219675.0,39.0,742,18.5,351,1901,435,1940,22.4,20220125
2021,02,Anne Arundel,4304,Central Special School,Elementary,65.4,2088.0,3192.0,11.1,3,66.7,18,27,22,33,66.7,20220125
2021,02,Anne Arundel,4304,Central Special School,Middle,78.0,1088.0,1395.0,18.2,2,45.5,5,11,6,13,46.2,20220125
2021,02,Anne Arundel,4304,Central Special School,High,75.1,2605.0,3468.0,<= 5.0,*,51.6,16,31,19,33,57.6,20220125
2021,02,Anne Arundel,4304,Central Special School,All,71.8,5781.0,8055.0,8.7,6,56.5,39,69,47,79,59.5,20220125
2021,02,Anne Arundel,6113,Monarch Global Academy PCS Laurel Campus,Elementary,>= 95.0,*,*,91.4,427,<= 5.0,*,467,*,*,<= 5.0,20220125
2021,02,Anne Arundel,6113,Monarch Global Academy PCS Laurel Campus,Middle,>= 95.0,*,*,71.0,203,6.6,19,286,19,290,6.6,20220125
2021,02,Anne Arundel,6113,Monarch Global Academy PCS Laurel Campus,All,>= 95.0,*,*,83.7,630,<= 5.0,*,753,*,*,<= 5.0,20220125
2021,02,Anne Arundel,6123,Monarch Academy Annapolis ES,Elementary,>= 95.0,*,*,56.6,361,10.7,68,638,110,772,14.2,20220125
2021,02,Anne Arundel,6223,Chesapeake Science Point,Middle,>= 95.0,*,*,66.9,160,5.9,14,239,16,240,6.7,20220125
2021,02,Anne Arundel,6223,Chesapeake Science Point,High,>= 95.0,*,*,44.2,114,18.2,47,258,52,260,20.0,20220125
2021,02,Anne Arundel,6223,Chesapeake Science Point,All,>= 95.0,*,*,55.1,274,12.3,61,497,68,500,13.6,20220125
2021,02,Anne Arundel,6233,Monarch Academy,Elementary,>= 95.0,*,*,72.0,262,<= 5.0,*,364,*,*,<= 5.0,20220125
2021,02,Anne Arundel,6233,Monarch Academy,Middle,>= 95.0,*,*,72.5,174,<= 5.0,*,240,14,242,5.8,20220125
2021,02,Anne Arundel,6233,Monarch Academy,All,>= 95.0,*,*,72.2,436,<= 5.0,*,604,*,*,<= 5.0,20220125
2021,02,Anne Arundel,A,All Anne Arundel Schools,Elementary,>= 95.0,*,*,59.7,18563,9.6,2970,31093,4885,38414,12.7,20220125
2021,02,Anne Arundel,A,All Anne Arundel Schools,Middle,94.3,2100210.5,2226711.0,54.8,10705,15.7,3073,19517,3673,20040,18.3,20220125
2021,02,Anne Arundel,A,All Anne Arundel Schools,High,91.0,2533074.0,2782412.0,38.1,9186,26.7,6440,24139,7454,24768,30.1,20220125
2021,02,Anne Arundel,A,All Anne Arundel Schools,All,94.0,8050269.5,8568504.0,51.4,38454,16.7,12483,74749,16012,83222,19.2,20220125
2021,03,Baltimore County,0051,Northwest EDLP at Milford Mill Academy,High,*,*,*,*,*,*,*,*,9,10,90.0,20220125
2021,03,Baltimore County,0052,Southwest EDLP at Woodlawn High School,High,*,*,*,*,*,*,*,*,*,*,*,20220125
2021,03,Baltimore County,0053,Northeast EDLP at Parkville High School,High,79.6,1455.0,1828.0,6.3,1,93.8,15,16,17,18,94.4,20220125
2021,03,Baltimore County,0055,Southeast EDLP at Dundalk High School,High,*,*,*,<= 5.0,*,70.0,7,10,9,13,69.2,20220125
2021,03,Baltimore County,0056,Central EDLP at Loch Raven High School,High,*,*,*,*,*,*,*,*,*,*,*,20220125
2021,03,Baltimore County,0058,Home Assignments-Secondary,Middle,*,*,*,*,*,*,*,*,*,*,*,20220125
2021,03,Baltimore County,0058,Home Assignments-Secondary,High,*,*,*,*,*,*,*,*,9,11,81.8,20220125
2021,03,Baltimore County,0058,Home Assignments-Secondary,All,*,*,*,*,*,*,*,*,10,13,76.9,20220125
2021,03,Baltimore County,0069,Catonsville Center for Alternative Studies,High,64.4,3618.0,5619.0,<= 5.0,*,>= 95.0,*,43,*,*,>= 95.0,20220125
2021,03,Baltimore County,0070,Meadowood Education Center,Middle,66.5,1210.0,1820.0,<= 5.0,*,93.3,14,15,17,18,94.4,20220125
2021,03,Baltimore County,0072,Rosedale Center,Middle,*,*,*,*,*,*,*,*,8,10,80.0,20220125
2021,03,Baltimore County,0072,Rosedale Center,High,70.0,1432.0,2045.0,6.3,1,68.8,11,16,21,32,65.6,20220125
2021,03,Baltimore County,0072,Rosedale Center,All,72.3,2104.0,2912.0,<= 5.0,*,69.6,16,23,29,42,69.0,20220125
2021,03,Baltimore County,0075,Crossroads Center,Middle,83.7,7886.0,9419.0,<= 5.0,*,77.2,61,79,68,81,84.0,20220125
2021,03,Baltimore County,0075,Crossroads Center,High,75.7,7742.0,10227.0,<= 5.0,*,87.4,76,87,81,88,92.0,20220125
2021,03,Baltimore County,0075,Crossroads Center,All,79.5,15628.0,19646.0,<= 5.0,*,82.5,137,166,149,169,88.2,20220125
2021,03,Baltimore County,0077,BCDC Educational Center,High,>= 95.0,*,*,33.3,9,7.4,2,27,26,115,22.6,20220125
2021,03,Baltimore County,0101,Catonsville Elementary,Elementary,>= 95.0,*,*,51.4,257,13.0,65,500,108,613,17.6,20220125
2021,03,Baltimore County,0102,Westchester Elementary,Elementary,>= 95.0,*,*,66.9,351,5.7,30,525,51,660,7.7,20220125
2021,03,Baltimore County,0103,Westowne Elementary,Elementary,>= 95.0,*,*,52.1,248,16.4,78,476,116,589,19.7,20220125
2021,03,Baltimore County,0104,Edmondson Heights Elementary,Elementary,92.5,42362.0,45800.0,29.1,115,30.9,122,395,184,490,37.6,20220125
2021,03,Baltimore County,0105,Johnnycake Elementary,Elementary,>= 95.0,*,*,49.5,215,15.0,65,434,101,544,18.6,20220125
2021,03,Baltimore County,0111,Maiden Choice School,Elementary,89.2,4624.0,5181.0,28.9,13,31.1,14,45,17,56,30.4,20220125
2021,03,Baltimore County,0111,Maiden Choice School,Middle,94.7,2408.0,2544.0,18.2,4,18.2,4,22,5,22,22.7,20220125
2021,03,Baltimore County,0111,Maiden Choice School,High,94.3,4291.0,4548.0,28.2,11,30.8,12,39,13,40,32.5,20220125
2021,03,Baltimore County,0111,Maiden Choice School,All,92.3,11323.0,12273.0,26.4,28,28.3,30,106,35,118,29.7,20220125
2021,03,Baltimore County,0112,Dogwood Elementary,Elementary,89.0,48511.0,54535.0,21.5,100,35.6,166,466,229,577,39.7,20220125
2021,03,Baltimore County,0113,Chadwick Elementary,Elementary,93.9,55860.0,59462.0,34.3,175,20.0,102,510,166,631,26.3,20220125
2021,03,Baltimore County,0115,Hillcrest Elementary,Elementary,>= 95.0,*,*,60.2,336,9.0,50,558,80,693,11.5,20220125
2021,03,Baltimore County,0116,Woodbridge Elementary,Elementary,>= 95.0,*,*,46.4,162,13.5,47,349,59,412,14.3,20220125
2021,03,Baltimore County,0151,Catonsville Middle,Middle,94.6,90584.0,95708.0,53.2,434,10.5,86,816,109,830,13.1,20220125
