Academic Year,LSS Number,LSS Name,School Number,School Name,School Type,Attend Rate Pct,Days Attended Cnt,Days Member Cnt,Fewer 5 Pct,Fewer 5 Cnt,More 20 Pct,More 20 Cnt,More 90 Member Cnt,Chronic Absentee Cnt,Chronic Absentee Denom,Chronic Absentee Pct,Create Date
2020,23,Worcester,0310,Stephen Decatur High,High,92.8,149521.5,161060.0,38.0,496,7.5,98,1304,318,1370,23.2,20220125
2020,23,Worcester,0311,Berlin Intermediate,Elementary,93.8,90612.0,96625.0,38.0,300,<= 5.0,*,790,135,814,16.6,20220125
2020,23,Worcester,0312,Showell Elementary,Elementary,93.9,39128.0,41659.0,37.2,127,<= 5.0,*,341,69,473,14.6,20220125
2020,23,Worcester,0401,Cedar Chapel Special School,Elementary,86.2,1860.5,2158.0,23.5,4,23.5,4,17,8,20,40.0,20220125
2020,23,Worcester,0401,Cedar Chapel Special School,Middle,82.7,1035.5,1252.0,30.0,3,20.0,2,10,4,11,36.4,20220125
2020,23,Worcester,0401,Cedar Chapel Special School,High,93.3,2823.0,3025.0,48.0,12,<= 5.0,*,25,5,25,20.0,20220125
2020,23,Worcester,0401,Cedar Chapel Special School,All,88.9,5719.0,6435.0,36.5,19,13.5,7,52,17,56,30.4,20220125
2020,23,Worcester,0901,Buckingham Elementary,Elementary,94.5,44275.0,46857.0,40.8,156,<= 5.0,*,382,60,479,12.5,20220125
2020,23,Worcester,1001,Ocean City Elementary,Elementary,93.6,45712.0,48818.0,31.7,124,<= 5.0,*,391,109,532,20.5,20220125
2020,23,Worcester,A,All Worcester Schools,Elementary,94.2,279781.0,296882.0,40.5,978,<= 5.0,*,2412,445,3011,14.8,20220125
2020,23,Worcester,A,All Worcester Schools,Middle,94.0,171124.5,182017.0,42.6,630,<= 5.0,*,1479,252,1543,16.3,20220125
2020,23,Worcester,A,All Worcester Schools,High,93.2,228953.0,245569.0,40.4,804,6.2,124,1989,444,2095,21.2,20220125
2020,23,Worcester,A,All Worcester Schools,All,93.8,679858.5,724468.0,41.0,2412,<= 5.0,*,5880,1141,6649,17.2,20220125
2020,30,Baltimore City,0004,Steuart Hill Academic Academy,Elementary,92.4,18301.0,19807.0,39.5,62,9.6,15,157,75,230,32.6,20220125
2020,30,Baltimore City,0007,Cecil Elementary,Elementary,92.7,30382.0,32777.0,40.9,108,8.3,22,264,115,338,34.0,20220125
2020,30,Baltimore City,0008,City Springs Elementary/Middle,Elementary,89.7,37039.5,41280.0,24.2,79,17.1,56,327,194,434,44.7,20220125
