Academic Year,LEA Number,LEA Name,School Number,School Name,School Type,Mobility Rate,Mobility Count,Entrants Rate,Entrants Count,Withdrawals Rate,Withdrawals Count,Average Daily Member Count,Create Date
2022,30,Baltimore City,0307,Claremont School,High,31.2,14,8.9,4,22.3,10,44.9,20221114
2022,30,Baltimore City,0313,Lois T. Murray Elementary/Middle,Elementary,44.6,12,22.3,6,22.3,6,26.9,20221114
2022,30,Baltimore City,0313,Lois T. Murray Elementary/Middle,Middle,*,*,*,*,*,*,*,20221114
2022,30,Baltimore City,0313,Lois T. Murray Elementary/Middle,All,40.7,15,19.0,7,21.7,8,36.8,20221114
2022,30,Baltimore City,0314,Sharp-Leadenhall Elementary/Middle,Elementary,27.6,7,15.8,4,11.8,3,25.3,20221114
2022,30,Baltimore City,0321,Midtown Academy,Elementary,10.1,13,<= 5.0,*,7.7,10,129.3,20221114
2022,30,Baltimore City,0321,Midtown Academy,Middle,7.6,5,<= 5.0,*,<= 5.0,*,65.7,20221114
2022,30,Baltimore City,0321,Midtown Academy,All,9.2,18,<= 5.0,*,6.7,13,195.0,20221114
2022,30,Baltimore City,0322,New Song Academy,Elementary,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20221114
2022,30,Baltimore City,0322,New Song Academy,Middle,10.5,6,<= 5.0,*,8.8,5,57.0,20221114
2022,30,Baltimore City,0322,New Song Academy,All,6.8,11,<= 5.0,*,<= 5.0,*,161.8,20221114
2022,30,Baltimore City,0323,The Crossroads School,Middle,8.7,14,<= 5.0,*,<= 5.0,*,160.2,20221114
2022,30,Baltimore City,0325,ConneXions: A Community Based Arts School,Middle,25.9,49,8.5,16,17.5,33,189.0,20221114
2022,30,Baltimore City,0325,ConneXions: A Community Based Arts School,High,16.0,53,6.7,22,9.4,31,330.4,20221114
2022,30,Baltimore City,0325,ConneXions: A Community Based Arts School,All,19.6,102,7.3,38,12.3,64,519.4,20221114
2022,30,Baltimore City,0326,City Neighbors Charter School,Elementary,6.8,10,<= 5.0,*,<= 5.0,*,147.5,20221114
2022,30,Baltimore City,0326,City Neighbors Charter School,Middle,5.9,5,<= 5.0,*,<= 5.0,*,84.2,20221114
2022,30,Baltimore City,0326,City Neighbors Charter School,All,6.5,15,<= 5.0,*,<= 5.0,*,231.6,20221114
2022,30,Baltimore City,0327,Patterson Park Public Charter School,Elementary,6.2,30,<= 5.0,*,<= 5.0,*,484.7,20221114
2022,30,Baltimore City,0327,Patterson Park Public Charter School,Middle,8.5,16,<= 5.0,*,5.8,11,188.3,20221114
2022,30,Baltimore City,0327,Patterson Park Public Charter School,All,6.8,46,<= 5.0,*,<= 5.0,*,673.0,20221114
2022,30,Baltimore City,0328,Southwest Baltimore Charter School,Elementary,13.7,35,7.8,20,5.9,15,255.5,20221114
2022,30,Baltimore City,0328,Southwest Baltimore Charter School,Middle,13.2,19,5.6,8,7.7,11,143.6,20221114
2022,30,Baltimore City,0328,Southwest Baltimore Charter School,All,13.5,54,7.0,28,6.5,26,399.1,20221114
2022,30,Baltimore City,0332,The Green School of Baltimore,Elementary,5.7,9,<= 5.0,*,<= 5.0,*,157.4,20221114
2022,30,Baltimore City,0333,Independence School Local I,High,34.2,48,8.6,12,25.7,36,140.3,20221114
2022,30,Baltimore City,0335,Baltimore International Academy,Elementary,12.7,75,<= 5.0,*,9.1,54,590.4,20221114
2022,30,Baltimore City,0335,Baltimore International Academy,Middle,6.9,11,<= 5.0,*,<= 5.0,*,158.4,20221114
2022,30,Baltimore City,0335,Baltimore International Academy,All,11.5,86,<= 5.0,*,8.0,60,748.8,20221114
2022,30,Baltimore City,0336,Baltimore Montessori Public Charter School,Elementary,11.1,34,<= 5.0,*,8.5,26,305.5,20221114
2022,30,Baltimore City,0336,Baltimore Montessori Public Charter School,Middle,8.4,10,<= 5.0,*,6.7,8,119.0,20221114
2022,30,Baltimore City,0336,Baltimore Montessori Public Charter School,All,10.4,44,<= 5.0,*,8.0,34,424.5,20221114
2022,30,Baltimore City,0341,The Reach! Partnership School,High,41.9,273,12.8,83,29.2,190,650.9,20221114
2022,30,Baltimore City,0345,Joseph C. Briscoe Academy,Middle,25.3,5,15.2,3,10.1,2,19.8,20221114
2022,30,Baltimore City,0345,Joseph C. Briscoe Academy,High,85.3,24,14.2,4,71.1,20,28.1,20221114
2022,30,Baltimore City,0345,Joseph C. Briscoe Academy,All,60.6,29,14.6,7,45.9,22,47.9,20221114
2022,30,Baltimore City,0346,City Neighbors Hamilton,Elementary,5.5,8,<= 5.0,*,<= 5.0,*,146.4,20221114
2022,30,Baltimore City,0346,City Neighbors Hamilton,Middle,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20221114
2022,30,Baltimore City,0346,City Neighbors Hamilton,All,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20221114
2022,30,Baltimore City,0347,KIPP Harmony Academy,Elementary,19.1,178,<= 5.0,*,16.4,153,931.5,20221114
2022,30,Baltimore City,0347,KIPP Harmony Academy,Middle,18.7,97,<= 5.0,*,15.4,80,519.6,20221114
2022,30,Baltimore City,0347,KIPP Harmony Academy,All,19.0,275,<= 5.0,*,16.1,233,1451.1,20221114
2022,30,Baltimore City,0348,Baltimore Leadership School for Young Women,Middle,13.7,33,<= 5.0,*,12.5,30,240.2,20221114
2022,30,Baltimore City,0348,Baltimore Leadership School for Young Women,High,9.5,25,<= 5.0,*,7.2,19,262.5,20221114
2022,30,Baltimore City,0348,Baltimore Leadership School for Young Women,All,11.5,58,<= 5.0,*,9.7,49,502.6,20221114
2022,30,Baltimore City,0362,Bard High School Early College,High,15.1,64,5.4,23,9.7,41,423.2,20221114
2022,30,Baltimore City,0364,Bluford Drew Jemison STEM Academy West,Middle,73.0,44,24.9,15,48.1,29,60.3,20221114
2022,30,Baltimore City,0364,Bluford Drew Jemison STEM Academy West,High,44.6,65,10.3,15,34.3,50,145.6,20221114
2022,30,Baltimore City,0364,Bluford Drew Jemison STEM Academy West,All,52.9,109,14.6,30,38.4,79,205.9,20221114
2022,30,Baltimore City,0368,Elmer A. Henderson: A Johns Hopkins Partnership,Elementary,11.9,47,<= 5.0,*,9.3,37,396.2,20221114
2022,30,Baltimore City,0368,Elmer A. Henderson: A Johns Hopkins Partnership,Middle,14.4,25,5.2,9,9.2,16,173.7,20221114
2022,30,Baltimore City,0368,Elmer A. Henderson: A Johns Hopkins Partnership,All,12.6,72,<= 5.0,*,9.3,53,569.9,20221114
2022,30,Baltimore City,0371,Lillie May Carroll Jackson School,Elementary,34.9,8,<= 5.0,*,34.9,8,22.9,20221114
2022,30,Baltimore City,0371,Lillie May Carroll Jackson School,Middle,18.9,50,<= 5.0,*,17.0,45,264.1,20221114
2022,30,Baltimore City,0371,Lillie May Carroll Jackson School,All,20.2,58,<= 5.0,*,18.5,53,287.0,20221114
2022,30,Baltimore City,0373,Tunbridge Public Charter School,Elementary,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20221114
2022,30,Baltimore City,0373,Tunbridge Public Charter School,Middle,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20221114
2022,30,Baltimore City,0373,Tunbridge Public Charter School,All,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20221114
2022,30,Baltimore City,0374,Vanguard Collegiate Middle,Middle,42.4,146,16.5,57,25.8,89,344.7,20221114
2022,30,Baltimore City,0375,Baltimore Collegiate School for Boys,Elementary,59.9,75,<= 5.0,*,55.9,70,125.3,20221114
2022,30,Baltimore City,0375,Baltimore Collegiate School for Boys,Middle,38.1,105,<= 5.0,*,33.4,92,275.8,20221114
2022,30,Baltimore City,0375,Baltimore Collegiate School for Boys,All,44.9,180,<= 5.0,*,40.4,162,401.0,20221114
2022,30,Baltimore City,0376,City Neighbors High,High,10.0,40,<= 5.0,*,7.0,28,400.1,20221114
2022,30,Baltimore City,0377,Green Street Academy,Middle,15.0,55,<= 5.0,*,11.7,43,367.5,20221114
2022,30,Baltimore City,0377,Green Street Academy,High,5.4,25,<= 5.0,*,<= 5.0,*,463.2,20221114
2022,30,Baltimore City,0377,Green Street Academy,All,9.6,80,<= 5.0,*,7.6,63,830.7,20221114
2022,30,Baltimore City,0382,Baltimore Design School,Middle,14.4,31,<= 5.0,*,10.2,22,215.7,20221114
2022,30,Baltimore City,0382,Baltimore Design School,High,6.2,18,<= 5.0,*,<= 5.0,*,288.6,20221114
2022,30,Baltimore City,0382,Baltimore Design School,All,9.7,49,<= 5.0,*,6.7,34,504.2,20221114
2022,30,Baltimore City,0384,Creative City Public Charter School,Elementary,20.6,63,6.6,20,14.1,43,305.2,20221114
2022,30,Baltimore City,0385,Baltimore International Academy West,Elementary,28.6,38,6.8,9,21.8,29,132.9,20221114
2022,30,Baltimore City,0385,Baltimore International Academy West,Middle,37.8,27,11.2,8,26.6,19,71.3,20221114
2022,30,Baltimore City,0385,Baltimore International Academy West,All,31.8,65,8.3,17,23.5,48,204.3,20221114
2022,30,Baltimore City,0386,Clay Hill Public Charter School,Elementary,22.8,40,7.4,13,15.4,27,175.2,20221114
2022,30,Baltimore City,0400,Edmondson-Westside High,High,44.2,367,17.6,146,26.6,221,829.7,20221114
2022,30,Baltimore City,0403,Baltimore Polytechnic Institute,High,6.7,103,<= 5.0,*,<= 5.0,*,1546.0,20221114
2022,30,Baltimore City,0405,Patterson High,High,33.4,427,12.5,159,21.0,268,1277.0,20221114
2022,30,Baltimore City,0406,Forest Park High,High,33.1,236,9.1,65,24.0,171,713.4,20221114
2022,30,Baltimore City,0407,Western High,High,12.0,144,<= 5.0,*,8.6,103,1201.2,20221114
2022,30,Baltimore City,0410,Mergenthaler Vocational-Technical High,High,25.9,451,8.2,143,17.7,308,1744.4,20221114
2022,30,Baltimore City,0413,Achievement Academy at Harbor City High,High,>= 95.0,*,86.3,188,83.6,182,217.7,20221114
2022,30,Baltimore City,0414,Paul Laurence Dunbar High,High,17.4,167,<= 5.0,*,12.5,120,958.3,20221114
2022,30,Baltimore City,0415,Baltimore School for the Arts,High,7.1,29,<= 5.0,*,5.1,21,410.7,20221114
2022,30,Baltimore City,0416,Digital Harbor High School,High,39.6,494,12.7,158,26.9,336,1247.8,20221114
2022,30,Baltimore City,0419,Reginald F. Lewis High,High,40.0,271,15.7,106,24.4,165,677.2,20221114
2022,30,Baltimore City,0421,National Academy Foundation,Middle,65.9,121,31.0,57,34.8,64,183.7,20221114
2022,30,Baltimore City,0421,National Academy Foundation,High,44.7,267,13.6,81,31.2,186,596.8,20221114
2022,30,Baltimore City,0421,National Academy Foundation,All,49.7,388,17.7,138,32.0,250,780.5,20221114
2022,30,Baltimore City,0422,New Era Academy,High,63.7,221,20.2,70,43.5,151,346.9,20221114
2022,30,Baltimore City,0427,Academy for College and Career Exploration,Middle,24.4,31,14.2,18,10.2,13,127.0,20221114
2022,30,Baltimore City,0427,Academy for College and Career Exploration,High,34.9,216,14.0,87,20.8,129,619.5,20221114
2022,30,Baltimore City,0427,Academy for College and Career Exploration,All,33.1,247,14.1,105,19.0,142,746.5,20221114
2022,30,Baltimore City,0429,Vivien T. Thomas Medical Arts Academy,High,45.9,188,10.7,44,35.1,144,409.8,20221114
2022,30,Baltimore City,0430,Augusta Fells Savage Institute of Visual Arts,High,77.8,228,28.3,83,49.5,145,293.1,20221114
2022,30,Baltimore City,0432,Coppin Academy,High,17.0,54,<= 5.0,*,14.5,46,317.1,20221114
2022,30,Baltimore City,0433,Renaissance Academy,High,87.1,215,32.4,80,54.7,135,246.8,20221114
2022,30,Baltimore City,0450,Frederick Douglass High,High,55.1,373,15.8,107,39.3,266,676.9,20221114
2022,30,Baltimore City,0454,Carver Vocational-Technical High,High,38.8,394,10.1,103,28.7,291,1015.2,20221114
2022,30,Baltimore City,0480,Baltimore City College,High,12.7,181,<= 5.0,*,9.4,134,1420.5,20221114
2022,30,Baltimore City,0884,Eager Street Academy,High,>= 95.0,*,>= 95.0,*,>= 95.0,*,*,20221114
2022,30,Baltimore City,A,All Baltimore City Schools,Elementary,26.2,8918,10.2,3467,16.0,5451,34095.0,20221114
2022,30,Baltimore City,A,All Baltimore City Schools,Middle,25.7,4395,10.1,1729,15.6,2666,17125.0,20221114
2022,30,Baltimore City,A,All Baltimore City Schools,High,33.5,7017,11.5,2399,22.0,4618,20950.9,20221114
2022,30,Baltimore City,A,All Baltimore City Schools,All,28.2,20330,10.5,7595,17.6,12735,72170.9,20221114
2022,32,SEED,1000,The Seed School of Maryland,Middle,30.6,39,5.5,7,25.1,32,127.5,20221114
2022,32,SEED,1000,The Seed School of Maryland,High,16.7,40,<= 5.0,*,12.9,31,239.4,20221114
2022,32,SEED,1000,The Seed School of Maryland,All,21.5,79,<= 5.0,*,17.2,63,366.9,20221114
2022,32,SEED,A,All SEED Schools,Middle,30.6,39,5.5,7,25.1,32,127.5,20221114
2022,32,SEED,A,All SEED Schools,High,16.7,40,<= 5.0,*,12.9,31,239.4,20221114
2022,32,SEED,A,All SEED Schools,All,21.5,79,<= 5.0,*,17.2,63,366.9,20221114
2022,A,State,A,All Maryland Schools,Elementary,14.2,54327,5.6,21538,8.6,32789,382743.3,20221114
2022,A,State,A,All Maryland Schools,Middle,13.1,26485,5.2,10439,7.9,16046,202274.4,20221114
2022,A,State,A,All Maryland Schools,High,12.8,34481,4.3,11537,8.5,22944,268924.1,20221114
2022,A,State,A,All Maryland Schools,All,13.5,115293,5.1,43514,8.4,71779,853941.8,20221114
