Academic Year,LEA Number,LEA Name,School Number,School Name,School Type,Mobility Pct,Mobility Cnt,Entrants Pct,Entrants Cnt,Withdrawals Pct,Withdrawals Cnt,Avg Daily Member Cnt,Create Date
2008,01,Allegany,0301,Flintstone Elementary,Elementary,10.0,,5.2,12,<= 5.0,*,230.1,20120327
2008,01,Allegany,0401,South Penn Elementary,Elementary,21.6,,11.8,53,9.8,44,450.0,20120327
2008,01,Allegany,0402,John Humbird Elementary,Elementary,27.5,,14.1,42,13.4,40,298.1,20120327
2008,01,Allegany,0405,Fort Hill High,High,22.4,,9.2,92,13.2,131,996.0,20120327
2008,01,Allegany,0406,Washington Middle,Middle,14.8,,7.6,52,7.2,49,681.2,20120327
2008,01,Allegany,0502,Northeast Elementary,Elementary,15.5,,6.9,22,8.5,27,316.6,20120327
2008,01,Allegany,0504,Braddock Middle,Middle,18.4,,9.3,57,9.1,56,614.7,20120327
2008,01,Allegany,0603,West Side Elementary,Elementary,27.3,,14.2,41,13.1,38,289.4,20120327
2008,01,Allegany,0606,Allegany High,High,18.3,,7.8,69,10.5,93,887.0,20120327
2008,01,Allegany,0701,Cresaptown Elementary,Elementary,14.2,,7.4,23,6.8,21,309.4,20120327
2008,01,Allegany,0702,Bel Air Elementary,Elementary,13.9,,<= 5.0,*,9.3,20,215.4,20120327
2008,01,Allegany,0801,Westernport Elementary,Elementary,16.5,,5.7,13,10.9,25,229.7,20120327
2008,01,Allegany,0802,Westmar Middle,Middle,14.6,,6.7,20,8.0,24,300.4,20120327
2008,01,Allegany,1001,George's Creek Elementary,Elementary,14.1,,6.1,20,8.0,26,325.4,20120327
2008,01,Allegany,1101,Frost Elementary,Elementary,12.3,,7.0,16,5.3,12,227.8,20120327
2008,01,Allegany,1301,Mount Savage Middle,Middle,10.5,,5.5,22,<= 5.0,*,399.3,20120327
2008,01,Allegany,1302,Mt. Savage Elementary,Elementary,19.5,,9.3,22,10.2,24,235.6,20120327
