Academic Year,LEA Number,LEA Name,School Number,School Name,School Type,Attend Rate Pct,Days Attended Cnt,Days Member Cnt,Fewer 5 Pct,Fewer 5 Cnt,More 20 Pct,More 20 Cnt,More 90 Member Cnt,Create Date
2004,01,Allegany,0301,Flintstone Elementary,Elementary,94.4,33611.0,35600,19.1,38,6.0,12,199,20120820
2004,01,Allegany,0401,South Penn Elementary,Elementary,94.8,70070.0,73942,31.1,130,5.5,23,418,20120820
2004,01,Allegany,0402,John Humbird Elementary,Elementary,94.4,42083.0,44568,28.0,69,9.3,23,246,20120820
2004,01,Allegany,0405,Fort Hill High,High,93.2,156500.0,167911,29.1,273,12.9,121,937,20120820
2004,01,Allegany,0406,Washington Middle,Middle,94.1,133385.0,141683,30.7,244,10.2,81,796,20120820
2004,01,Allegany,0502,Northeast Elementary,Elementary,>= 95.0,*,*,38.5,87,<= 5.0,*,226,20120820
2004,01,Allegany,0504,Braddock Middle,Middle,94.6,120606.0,127486,30.8,223,8.8,64,724,20120820
2004,01,Allegany,0601,Center For Career & Technology Education,High,93.4,50966.0,54583,25.2,77,14.4,44,306,20120820
2004,01,Allegany,0602,Allegany County Evening High School,High,*,*,*,*,*,*,*,*,20120820
2004,01,Allegany,0603,West Side Elementary,Elementary,>= 95.0,*,*,34.1,86,5.2,13,252,20120820
2004,01,Allegany,0606,Allegany High,High,94.9,130932.5,137975,36.1,278,7.0,54,771,20120820
2004,01,Allegany,0701,Cresaptown Elementary,Elementary,>= 95.0,*,*,44.4,123,<= 5.0,*,277,20120820
2004,01,Allegany,0702,Bel Air Elementary,Elementary,>= 95.0,*,*,40.3,77,<= 5.0,*,191,20120820
2004,01,Allegany,0801,Westernport Elementary,Elementary,>= 95.0,*,*,27.5,61,<= 5.0,*,222,20120820
2004,01,Allegany,0802,Westmar Middle,Middle,94.6,58443.5,61757,28.9,100,6.9,24,346,20120820
2004,01,Allegany,1001,George's Creek Elementary,Elementary,>= 95.0,*,*,35.4,98,<= 5.0,*,277,20120820
2004,01,Allegany,1002,Westmar High,High,94.2,61515.0,65305,26.4,97,7.4,27,367,20120820
2004,01,Allegany,1101,Frost Elementary,Elementary,>= 95.0,*,*,31.5,73,<= 5.0,*,232,20120820
2004,01,Allegany,1301,Mount Savage Middle,Middle,>= 95.0,*,*,34.6,170,<= 5.0,*,491,20120820
2004,01,Allegany,1302,Mt. Savage Elementary,Elementary,>= 95.0,*,*,39.5,83,<= 5.0,*,210,20120820
2004,01,Allegany,2401,Eckhart Alternative School,Middle,76.4,4285.5,5609,6.9,2,69.0,20,29,20120820
2004,01,Allegany,2401,Eckhart Alternative School,High,77.6,12131.5,15628,12.0,9,57.3,43,75,20120820
2004,01,Allegany,2402,Beall High,High,94.6,96281.0,101755,31.9,182,7.4,42,571,20120820
2004,01,Allegany,2801,Beall Elementary,Elementary,>= 95.0,*,*,46.7,106,<= 5.0,*,227,20120820
2004,01,Allegany,2901,Cash Valley Elementary,Elementary,>= 95.0,*,*,41.2,101,6.5,16,245,20120820
2004,01,Allegany,2902,Parkside Elementary,Elementary,>= 95.0,*,*,38.0,82,<= 5.0,*,216,20120820
2004,01,Allegany,7777,Allegany County Home & Hospital,Middle,*,*,*,*,*,*,*,*,20120820
2004,01,Allegany,7777,Allegany County Home & Hospital,High,*,*,*,*,*,*,*,*,20120820
2004,01,Allegany,A,All Allegany Schools,Elementary,>= 95.0,*,*,34.9,1204,<= 5.0,*,3447,20120820
2004,01,Allegany,A,All Allegany Schools,Middle,94.4,401107.5,424834,30.8,735,9.3,223,2386,20120820
2004,01,Allegany,A,All Allegany Schools,High,93.6,510305.0,545208,29.9,911,11.9,362,3049,20120820
2004,02,Anne Arundel,1023,Brooklyn Park Middle,Middle,92.4,99886.5,108158,25.4,152,16.7,100,599,20120820
2004,02,Anne Arundel,1033,Glen Burnie Senior,High,91.0,330959.5,363498,26.8,538,21.0,422,2009,20120820
2004,02,Anne Arundel,1043,Corkran Middle School,Middle,94.5,130578.0,138192,40.0,309,11.3,87,772,20120820
