Academic Year,LEA Number,LEA Name,School Number,School Name,School Type,Attend Rate Pct,Days Attended Cnt,Days Member Cnt,Fewer 5 Pct,Fewer 5 Cnt,More 20 Pct,More 20 Cnt,More 90 Member Cnt,Chronic Absentee Cnt,Chronic Absentee Denom,Chronic Absentee Pct,Create Date
2023,02,Anne Arundel,1043,Corkran Middle School,Middle,92.7,72916.0,78639.0,23.6,153,19.0,123,647,173,682,25.4,20240114
2023,02,Anne Arundel,1053,Lindale Middle,Middle,91.0,131124.0,144089.0,18.8,222,24.3,287,1182,398,1258,31.6,20240114
2023,02,Anne Arundel,1063,Marley Middle,Middle,92.4,104994.0,113661.0,21.3,199,18.3,171,935,242,1007,24.0,20240114
2023,02,Anne Arundel,1082,Belle Grove Elementary,Elementary,90.9,26213.0,28841.0,12.1,29,28.0,67,239,125,323,38.7,20240114
2023,02,Anne Arundel,1092,Brooklyn Park Elementary,Elementary,90.1,39182.0,43485.0,13.8,49,31.8,113,355,178,467,38.1,20240114
2023,02,Anne Arundel,1112,George T. Cromwell Elementary,Elementary,90.7,32352.0,35661.0,13.5,40,27.0,80,296,144,393,36.6,20240114
2023,02,Anne Arundel,1122,Freetown Elementary,Elementary,90.7,43851.5,48356.0,11.6,46,30.8,122,396,207,505,41.0,20240114
2023,02,Anne Arundel,1132,Glendale Elementary,Elementary,91.8,36133.0,39352.0,14.5,47,21.8,71,325,135,417,32.4,20240114
2023,02,Anne Arundel,1142,Hilltop Elementary,Elementary,89.3,48138.0,53879.0,9.8,43,33.4,147,440,253,586,43.2,20240114
2023,02,Anne Arundel,1152,Linthicum Elementary,Elementary,92.2,39355.5,42679.0,17.7,62,19.4,68,351,110,439,25.1,20240114
2023,02,Anne Arundel,1162,Marley Elementary,Elementary,91.4,68722.5,75176.0,17.4,106,22.7,138,609,271,801,33.8,20240114
2023,02,Anne Arundel,1172,North Glen Elementary,Elementary,92.0,25267.5,27453.0,20.5,47,24.5,56,229,99,297,33.3,20240114
2023,02,Anne Arundel,1182,Oakwood Elementary,Elementary,92.6,29978.5,32384.0,22.3,59,18.9,50,265,92,338,27.2,20240114
2023,02,Anne Arundel,1192,Overlook Elementary,Elementary,90.6,29228.5,32265.0,11.7,31,27.8,74,266,126,334,37.7,20240114
2023,02,Anne Arundel,1202,Park Elementary,Elementary,92.0,45941.5,49911.0,20.0,83,18.8,78,414,152,522,29.1,20240114
2023,02,Anne Arundel,1212,Point Pleasant Elementary,Elementary,90.2,42185.5,46794.0,11.0,42,29.1,111,382,190,509,37.3,20240114
2023,02,Anne Arundel,1232,Quarterfield Elementary,Elementary,92.4,37509.0,40579.0,18.8,62,21.6,71,329,138,406,34.0,20240114
2023,02,Anne Arundel,1242,Richard Henry Lee Elementary,Elementary,92.2,48247.5,52335.0,13.7,59,18.8,81,431,148,540,27.4,20240114
2023,02,Anne Arundel,1262,Woodside Elementary,Elementary,92.3,28832.0,31241.0,19.0,49,22.5,58,258,108,341,31.7,20240114
2023,02,Anne Arundel,1274,Marley Glen School,Elementary,83.2,3752.0,4507.0,7.9,3,42.1,16,38,23,47,48.9,20240114
2023,02,Anne Arundel,1274,Marley Glen School,Middle,89.3,1808.0,2025.0,25.0,4,50.0,8,16,9,19,47.4,20240114
2023,02,Anne Arundel,1274,Marley Glen School,High,82.8,1780.0,2149.0,16.7,3,61.1,11,18,13,18,72.2,20240114
2023,02,Anne Arundel,1274,Marley Glen School,All,84.6,7340.0,8681.0,13.9,10,48.6,35,72,45,84,53.6,20240114
2023,02,Anne Arundel,1323,North County High,High,87.9,261695.5,297779.0,17.8,434,35.7,873,2443,1133,2629,43.1,20240114
2023,02,Anne Arundel,2013,Severna Park High,High,94.8,216448.0,228275.0,32.7,611,10.2,191,1869,270,1891,14.3,20240114
2023,02,Anne Arundel,2023,Northeast High,High,90.4,151948.0,168019.0,16.4,224,28.0,382,1366,499,1435,34.8,20240114
2023,02,Anne Arundel,2033,Northeast Middle,Middle,90.9,97931.0,107697.0,13.5,119,24.2,214,884,301,929,32.4,20240114
2023,02,Anne Arundel,2043,Severna Park Middle,Middle,>= 95.0,*,*,29.0,405,6.6,92,1395,126,1416,8.9,20240114
2023,02,Anne Arundel,2052,Arnold Elementary,Elementary,94.1,49418.0,52530.0,19.2,82,6.6,28,426,63,521,12.1,20240114
2023,02,Anne Arundel,2062,Belvedere Elementary,Elementary,93.9,48942.5,52138.0,18.8,81,8.6,37,430,66,514,12.8,20240114
2023,02,Anne Arundel,2072,Benfield Elementary,Elementary,94.3,40794.0,43259.0,18.4,65,5.7,20,353,43,429,10.0,20240114
2023,02,Anne Arundel,2082,Bodkin Elementary,Elementary,94.1,49337.0,52431.0,15.2,66,<= 5.0,*,433,48,515,9.3,20240114
2023,02,Anne Arundel,2092,Cape St. Claire Elementary,Elementary,94.1,57706.5,61335.0,16.1,82,5.3,27,510,93,622,15.0,20240114
2023,02,Anne Arundel,2102,Folger Mckinsey Elementary,Elementary,94.4,61337.0,64984.0,19.7,105,7.3,39,532,76,644,11.8,20240114
2023,02,Anne Arundel,2112,Fort Smallwood Elementary,Elementary,92.3,36815.0,39865.0,10.2,33,15.7,51,324,99,391,25.3,20240114
2023,02,Anne Arundel,2132,High Point Elementary,Elementary,92.2,59435.5,64440.0,10.3,54,21.4,112,524,207,671,30.8,20240114
2023,02,Anne Arundel,2142,Jacobsville Elementary,Elementary,92.4,48012.0,51981.0,10.8,46,15.5,66,426,111,510,21.8,20240114
2023,02,Anne Arundel,2152,Jones Elementary,Elementary,94.0,30414.5,32355.0,16.9,45,10.5,28,267,42,320,13.1,20240114
2023,02,Anne Arundel,2162,Lake Shore Elementary,Elementary,92.1,28292.5,30729.0,10.3,26,16.3,41,252,80,311,25.7,20240114
2023,02,Anne Arundel,2172,Oak Hill Elementary,Elementary,94.0,58902.5,62647.0,20.6,106,9.7,50,514,87,624,13.9,20240114
2023,02,Anne Arundel,2182,Pasadena Elementary,Elementary,93.7,31831.5,33986.0,16.2,45,11.5,32,278,60,342,17.5,20240114
2023,02,Anne Arundel,2192,Riviera Beach Elementary,Elementary,92.1,24178.5,26265.0,10.8,23,18.4,39,212,64,265,24.2,20240114
2023,02,Anne Arundel,2202,Severna Park Elementary,Elementary,94.3,36489.5,38709.0,17.9,57,5.7,18,318,39,383,10.2,20240114
2023,02,Anne Arundel,2212,Solley Elementary,Elementary,92.6,62533.5,67555.0,12.7,70,19.3,107,553,190,698,27.2,20240114
2023,02,Anne Arundel,2222,Sunset Elementary,Elementary,93.1,37267.0,40049.0,12.2,40,14.6,48,328,93,414,22.5,20240114
2023,02,Anne Arundel,2233,Anne Arundel Evening High,High,78.5,19738.5,25129.0,<= 5.0,*,64.7,134,207,354,440,80.5,20240114
2023,02,Anne Arundel,2243,Magothy River Middle,Middle,94.0,78532.0,83566.0,17.2,117,9.4,64,682,100,696,14.4,20240114
2023,02,Anne Arundel,2273,Chesapeake High,High,91.7,162991.5,177774.0,19.3,281,21.3,309,1453,420,1502,28.0,20240114
2023,02,Anne Arundel,2322,Broadneck Elementary,Elementary,93.3,67233.0,72058.0,13.5,80,12.5,74,591,126,698,18.1,20240114
2023,02,Anne Arundel,2363,Broadneck High,High,93.3,246614.5,264285.0,20.1,435,15.3,331,2163,450,2217,20.3,20240114
2023,02,Anne Arundel,2372,Windsor Farm Elementary,Elementary,93.0,46256.0,49745.0,16.2,67,11.9,49,413,85,491,17.3,20240114
2023,02,Anne Arundel,2413,Severn River Middle,Middle,94.3,84023.0,89076.0,24.0,175,9.8,71,728,115,756,15.2,20240114
2023,02,Anne Arundel,2423,Chesapeake Bay Middle,Middle,93.3,125272.5,134331.0,16.7,183,13.7,150,1098,215,1132,19.0,20240114
2023,02,Anne Arundel,2432,Shipley's Choice Elementary,Elementary,94.8,32972.0,34776.0,24.6,70,6.7,19,285,33,346,9.5,20240114
2023,02,Anne Arundel,3013,Arundel High,High,92.7,183702.5,198122.0,22.2,360,17.8,290,1625,401,1685,23.8,20240114
2023,02,Anne Arundel,3023,Arundel Middle,Middle,94.1,148492.5,157753.0,26.1,338,10.8,140,1297,215,1355,15.9,20240114
2023,02,Anne Arundel,3033,MacArthur Middle,Middle,92.6,98205.5,106048.0,32.1,278,17.1,148,866,217,957,22.7,20240114
2023,02,Anne Arundel,3062,Brock Bridge Elementary,Elementary,92.6,43035.5,46466.0,22.3,86,18.4,71,386,130,497,26.2,20240114
2023,02,Anne Arundel,3063,Crofton High School,High,93.2,204787.5,219732.0,25.0,451,17.8,321,1802,409,1841,22.2,20240114
2023,02,Anne Arundel,3072,Crofton Elementary,Elementary,94.1,63483.0,67432.0,20.3,112,7.2,40,553,79,659,12.0,20240114
2023,02,Anne Arundel,3082,Crofton Woods Elementary,Elementary,94.1,71943.0,76473.0,21.1,133,9.4,59,629,100,749,13.4,20240114
2023,02,Anne Arundel,3092,Seven Oaks Elementary,Elementary,93.4,41881.5,44842.0,29.7,110,15.9,59,370,105,491,21.4,20240114
2023,02,Anne Arundel,3102,Hebron - Harman Elementary,Elementary,90.0,60152.0,66842.0,12.6,69,29.0,159,549,271,705,38.4,20240114
2023,02,Anne Arundel,3112,Jessup Elementary,Elementary,92.4,46797.5,50644.0,17.7,73,20.3,84,413,163,559,29.2,20240114
2023,02,Anne Arundel,3122,Manor View Elementary,Elementary,93.8,27192.5,28993.0,18.8,44,11.5,27,234,46,266,17.3,20240114
2023,02,Anne Arundel,3132,Maryland City Elementary,Elementary,93.1,35330.0,37933.0,18.5,58,13.7,43,313,113,452,25.0,20240114
2023,02,Anne Arundel,3142,Meade Heights Elementary,Elementary,91.8,31444.0,34246.0,17.4,49,24.1,68,282,117,382,30.6,20240114
2023,02,Anne Arundel,3152,Van Bokkelen Elementary,Elementary,90.5,31106.0,34377.0,18.5,53,30.8,88,286,166,384,43.2,20240114
2023,02,Anne Arundel,3162,Millersville Elementary,Elementary,93.0,35651.0,38340.0,17.7,56,12.3,39,316,67,382,17.5,20240114
2023,02,Anne Arundel,3172,Odenton Elementary,Elementary,91.5,50733.5,55425.0,14.0,64,21.3,97,456,168,574,29.3,20240114
2023,02,Anne Arundel,3182,Pershing Hill Elementary,Elementary,93.2,62515.0,67055.0,20.1,111,13.4,74,552,129,618,20.9,20240114
2023,02,Anne Arundel,3192,Ridgeway Elementary,Elementary,93.1,57814.0,62071.0,20.8,106,14.3,73,510,125,620,20.2,20240114
2023,02,Anne Arundel,3202,Severn Elementary,Elementary,92.7,50498.0,54486.0,24.2,108,18.8,84,446,143,580,24.7,20240114
2023,02,Anne Arundel,3212,South Shore Elementary,Elementary,93.6,27567.5,29451.0,16.1,39,8.3,20,242,42,297,14.1,20240114
2023,02,Anne Arundel,3222,Waugh Chapel Elementary,Elementary,93.4,54451.0,58321.0,18.7,90,12.5,60,481,108,578,18.7,20240114
2023,02,Anne Arundel,3242,Piney Orchard Elementary,Elementary,93.9,93364.5,99403.0,23.3,190,9.6,78,815,162,1012,16.0,20240114
2023,02,Anne Arundel,3263,Crofton Middle,Middle,94.9,159125.0,167617.0,33.9,465,7.1,98,1372,137,1407,9.7,20240114
2023,02,Anne Arundel,3272,Four Seasons Elementary,Elementary,93.7,59488.5,63486.0,19.8,103,8.3,43,521,81,627,12.9,20240114
2023,02,Anne Arundel,3282,Nantucket Elementary,Elementary,94.3,65865.0,69877.0,24.3,139,7.3,42,573,91,713,12.8,20240114
2023,02,Anne Arundel,3323,Meade High,High,87.0,245173.0,281767.0,15.3,350,38.0,872,2294,1164,2529,46.0,20240114
2023,02,Anne Arundel,3333,Old Mill Middle North,Middle,92.0,106921.0,116260.0,21.6,205,21.5,204,949,308,1033,29.8,20240114
2023,02,Anne Arundel,3343,Old Mill Middle South,Middle,93.7,111861.0,119354.0,30.7,301,13.8,135,980,193,1025,18.8,20240114
2023,02,Anne Arundel,3353,Old Mill High,High,90.9,268909.5,295707.0,21.3,516,26.1,633,2426,843,2553,33.0,20240114
2023,02,Anne Arundel,3362,Crofton Meadows Elementary,Elementary,93.7,53580.5,57209.0,22.7,107,10.4,49,472,94,581,16.2,20240114
2023,02,Anne Arundel,3372,Glen Burnie Park Elementary,Elementary,92.3,42520.5,46092.0,14.7,56,18.1,69,382,150,495,30.3,20240114
2023,02,Anne Arundel,3382,Southgate Elementary,Elementary,92.2,63689.0,69110.0,16.2,92,21.0,119,568,220,738,29.8,20240114
2023,02,Anne Arundel,3392,Rippling Woods Elementary,Elementary,92.0,47175.5,51270.0,16.2,68,19.0,80,420,186,560,33.2,20240114
2023,02,Anne Arundel,3414,Ruth Parker Eason School,Elementary,84.1,5624.0,6687.0,14.5,8,43.6,24,55,37,73,50.7,20240114
2023,02,Anne Arundel,3414,Ruth Parker Eason School,Middle,81.2,1985.5,2445.0,20.0,4,60.0,12,20,13,21,61.9,20240114
2023,02,Anne Arundel,3414,Ruth Parker Eason School,High,83.7,3064.5,3660.0,13.3,4,53.3,16,30,18,30,60.0,20240114
2023,02,Anne Arundel,3414,Ruth Parker Eason School,All,83.4,10674.0,12792.0,15.2,16,49.5,52,105,68,124,54.8,20240114
2023,02,Anne Arundel,3423,Meade Middle,Middle,91.5,87938.5,96151.0,18.3,145,23.6,187,793,264,879,30.0,20240114
2023,02,Anne Arundel,4013,Annapolis High,High,88.8,230011.0,259141.0,17.7,375,34.1,725,2123,898,2238,40.1,20240114
2023,02,Anne Arundel,4023,Southern High,High,91.7,118854.0,129576.0,17.6,187,20.9,222,1064,297,1091,27.2,20240114
2023,02,Anne Arundel,4033,Annapolis Middle,Middle,91.9,98118.0,106785.0,21.0,184,23.0,201,875,271,914,29.6,20240114
2023,02,Anne Arundel,4043,Wiley H. Bates Middle,Middle,92.5,76971.5,83250.0,16.4,112,19.7,134,681,187,709,26.4,20240114
2023,02,Anne Arundel,4053,Southern Middle,Middle,92.2,84398.5,91509.0,17.4,130,16.4,122,745,180,778,23.1,20240114
2023,02,Anne Arundel,4054,AACPS Virtual Academy,Elementary,>= 95.0,*,*,43.8,46,11.4,12,105,13,108,12.0,20240114
2023,02,Anne Arundel,4054,AACPS Virtual Academy,Middle,>= 95.0,*,*,64.5,127,6.1,12,197,15,207,7.2,20240114
2023,02,Anne Arundel,4054,AACPS Virtual Academy,High,>= 95.0,*,*,55.1,98,<= 5.0,*,178,17,185,9.2,20240114
2023,02,Anne Arundel,4054,AACPS Virtual Academy,All,>= 95.0,*,*,56.5,271,6.3,30,480,45,500,9.0,20240114
2023,02,Anne Arundel,4064,Mary Moss at Adams Academy,Middle,73.9,4390.5,5943.0,<= 5.0,*,75.0,27,36,104,121,86.0,20240114
2023,02,Anne Arundel,4074,Phoenix Academy,Elementary,*,*,*,*,*,*,*,*,*,*,*,20240114
2023,02,Anne Arundel,4074,Phoenix Academy,Middle,62.8,1784.0,2839.0,<= 5.0,*,84.0,21,25,28,31,90.3,20240114
2023,02,Anne Arundel,4074,Phoenix Academy,High,76.6,7274.5,9499.0,<= 5.0,*,77.1,54,70,96,120,80.0,20240114
2023,02,Anne Arundel,4074,Phoenix Academy,All,73.5,9278.5,12627.0,<= 5.0,*,79.4,77,97,132,159,83.0,20240114
2023,02,Anne Arundel,4092,Annapolis Elementary,Elementary,89.9,14089.0,15666.0,8.7,11,30.2,38,126,79,180,43.9,20240114
2023,02,Anne Arundel,4112,Central Elementary,Elementary,93.8,55720.0,59410.0,15.6,76,8.4,41,487,81,583,13.9,20240114
2023,02,Anne Arundel,4122,Davidsonville Elementary,Elementary,93.8,62165.5,66283.0,12.5,68,7.2,39,545,82,671,12.2,20240114
2023,02,Anne Arundel,4132,Deale Elementary,Elementary,93.0,17109.0,18393.0,12.5,19,15.8,24,152,35,180,19.4,20240114
2023,02,Anne Arundel,4142,Eastport Elementary,Elementary,91.8,23377.5,25453.0,19.1,40,25.8,54,209,100,277,36.1,20240114
2023,02,Anne Arundel,4152,Edgewater Elementary,Elementary,93.0,54083.0,58178.0,16.7,80,14.0,67,479,118,578,20.4,20240114
2023,02,Anne Arundel,4162,Georgetown East Elementary,Elementary,91.8,20473.0,22294.0,15.3,28,24.0,44,183,82,241,34.0,20240114
2023,02,Anne Arundel,4182,Germantown Elementary,Elementary,93.0,41036.5,44128.0,15.7,57,14.1,51,362,103,445,23.1,20240114
2023,02,Anne Arundel,4192,Hillsmere Elementary,Elementary,93.1,35932.5,38604.0,12.1,38,11.8,37,314,72,381,18.9,20240114
2023,02,Anne Arundel,4202,Lothian Elementary,Elementary,92.4,42884.5,46429.0,18.8,72,17.5,67,382,123,474,25.9,20240114
2023,02,Anne Arundel,4212,Mayo Elementary,Elementary,93.7,32047.5,34185.0,15.8,44,10.4,29,279,51,341,15.0,20240114
2023,02,Anne Arundel,4222,Walter S. Mills - Parole Elementary,Elementary,91.3,47073.0,51553.0,16.0,68,22.9,97,424,183,564,32.4,20240114
2023,02,Anne Arundel,4232,Rolling Knolls Elementary,Elementary,92.3,36115.0,39133.0,15.3,49,15.3,49,321,99,403,24.6,20240114
2023,02,Anne Arundel,4242,Shady Side Elementary,Elementary,92.9,36140.5,38904.0,12.2,39,15.9,51,320,81,379,21.4,20240114
2023,02,Anne Arundel,4252,Traceys Elementary,Elementary,91.6,39409.5,43034.0,11.0,39,22.1,78,353,122,433,28.2,20240114
2023,02,Anne Arundel,4262,Tyler Heights Elementary,Elementary,93.7,36820.0,39306.0,21.0,68,9.9,32,324,77,424,18.2,20240114
2023,02,Anne Arundel,4272,West Annapolis Elementary,Elementary,94.1,21946.5,23313.0,18.9,36,6.3,12,190,27,238,11.3,20240114
2023,02,Anne Arundel,4283,Central Middle,Middle,94.7,149582.5,157997.0,29.4,380,7.4,95,1291,136,1323,10.3,20240114
2023,02,Anne Arundel,4293,South River High,High,93.2,186914.0,200530.0,25.5,418,15.7,258,1642,359,1693,21.2,20240114
2023,02,Anne Arundel,4304,Central Special School,Elementary,79.2,2505.0,3163.0,7.7,2,53.8,14,26,26,44,59.1,20240114
2023,02,Anne Arundel,4304,Central Special School,Middle,83.0,2538.0,3057.0,16.0,4,52.0,13,25,15,26,57.7,20240114
2023,02,Anne Arundel,4304,Central Special School,High,85.3,3100.0,3633.0,13.3,4,40.0,12,30,18,30,60.0,20240114
2023,02,Anne Arundel,4304,Central Special School,All,82.6,8143.0,9853.0,12.3,10,48.1,39,81,59,100,59.0,20240114
2023,02,Anne Arundel,6113,Monarch Global Academy PCS Laurel Campus,Elementary,94.5,53474.0,56597.0,31.6,146,9.3,43,462,77,538,14.3,20240114
2023,02,Anne Arundel,6113,Monarch Global Academy PCS Laurel Campus,Middle,>= 95.0,*,*,43.1,125,7.6,22,290,29,293,9.9,20240114
2023,02,Anne Arundel,6113,Monarch Global Academy PCS Laurel Campus,All,94.7,87143.5,91992.0,36.0,271,8.6,65,752,106,831,12.8,20240114
2023,02,Anne Arundel,6123,Monarch Academy Annapolis ES,Elementary,91.1,53839.0,59096.0,19.9,95,23.8,114,478,190,596,31.9,20240114
2023,02,Anne Arundel,6223,Chesapeake Science Point,Middle,>= 95.0,*,*,39.4,91,7.4,17,231,25,235,10.6,20240114
2023,02,Anne Arundel,6223,Chesapeake Science Point,High,94.7,30642.0,32370.0,31.7,84,10.2,27,265,41,268,15.3,20240114
2023,02,Anne Arundel,6223,Chesapeake Science Point,All,94.9,57646.0,60742.0,35.3,175,8.9,44,496,66,503,13.1,20240114
2023,02,Anne Arundel,6233,Monarch Academy,Elementary,94.7,43189.0,45603.0,28.7,107,7.2,27,373,59,445,13.3,20240114
2023,02,Anne Arundel,6233,Monarch Academy,Middle,>= 95.0,*,*,31.9,73,<= 5.0,*,229,22,237,9.3,20240114
2023,02,Anne Arundel,6233,Monarch Academy,All,>= 95.0,*,*,29.9,180,5.8,35,602,81,682,11.9,20240114
2023,02,Anne Arundel,A,All Anne Arundel Schools,Elementary,92.7,3537983.5,3815299.0,17.3,5414,16.2,5081,31337,8921,38659,23.1,20240114
2023,02,Anne Arundel,A,All Anne Arundel Schools,Middle,93.1,2187594.0,2348692.0,24.3,4679,15.6,3010,19255,4088,19897,20.5,20240114
2023,02,Anne Arundel,A,All Anne Arundel Schools,High,90.7,2814376.5,3104108.0,20.4,5198,26.1,6646,25437,8526,26422,32.3,20240114
2023,02,Anne Arundel,A,All Anne Arundel Schools,All,92.1,8539954.0,9268099.0,20.1,15291,19.4,14737,76029,21535,84978,25.3,20240114
2023,03,Baltimore County,0051,Northwest EDLP at Milford Mill Academy,High,*,*,*,*,*,*,*,*,*,*,<= 5.0,20240114
2023,03,Baltimore County,0052,Southwest EDLP at Woodlawn High School,High,>= 95.0,*,*,*,*,*,*,*,*,*,<= 5.0,20240114
2023,03,Baltimore County,0053,Northeast EDLP at Parkville High School,High,>= 95.0,*,*,90.0,9,<= 5.0,*,10,*,*,<= 5.0,20240114
2023,03,Baltimore County,0055,Southeast EDLP at Dundalk High School,High,>= 95.0,*,*,>= 95.0,*,<= 5.0,*,13,*,*,<= 5.0,20240114
2023,03,Baltimore County,0058,Home Assignments-Secondary,Middle,93.8,3035.0,3237.0,76.5,13,5.9,1,17,44,152,28.9,20240114
2023,03,Baltimore County,0058,Home Assignments-Secondary,High,89.1,4759.0,5343.0,61.0,25,26.8,11,41,73,195,37.4,20240114
2023,03,Baltimore County,0058,Home Assignments-Secondary,All,90.8,7794.0,8580.0,65.5,38,20.7,12,58,117,347,33.7,20240114
2023,03,Baltimore County,0069,Catonsville Center for Alternative Studies,High,69.6,5755.0,8271.0,<= 5.0,*,83.7,36,43,163,188,86.7,20240114
2023,03,Baltimore County,0070,Meadowood Education Center,Middle,73.6,2688.0,3652.0,<= 5.0,*,63.2,12,19,114,121,94.2,20240114
2023,03,Baltimore County,0072,Rosedale Center,High,75.2,6562.5,8727.0,<= 5.0,*,62.2,28,45,143,187,76.5,20240114
2023,03,Baltimore County,0075,Crossroads Center,Middle,73.8,4391.0,5947.0,<= 5.0,*,83.3,10,12,135,164,82.3,20240114
2023,03,Baltimore County,0077,BCDC Educational Center,High,63.2,3145.0,4973.0,<= 5.0,*,90.6,29,32,97,114,85.1,20240114
2023,03,Baltimore County,0101,Catonsville Elementary,Elementary,93.5,57626.0,61635.0,23.9,121,14.4,73,507,137,624,22.0,20240114
2023,03,Baltimore County,0102,Westchester Elementary,Elementary,94.7,60906.0,64323.0,22.8,122,<= 5.0,*,534,61,631,9.7,20240114
2023,03,Baltimore County,0103,Westowne Elementary,Elementary,93.3,55264.5,59249.0,20.9,103,14.4,71,492,150,606,24.8,20240114
2023,03,Baltimore County,0104,Edmondson Heights Elementary,Elementary,89.6,44665.5,49840.0,10.3,43,35.6,148,416,244,529,46.1,20240114
2023,03,Baltimore County,0105,Johnnycake Elementary,Elementary,92.9,47123.5,50725.0,16.3,70,16.3,70,430,175,543,32.2,20240114
2023,03,Baltimore County,0111,Maiden Choice School,Elementary,80.4,2966.0,3689.0,9.7,3,58.1,18,31,19,38,50.0,20240114
2023,03,Baltimore County,0111,Maiden Choice School,Middle,84.5,2672.0,3162.0,8.0,2,56.0,14,25,17,30,56.7,20240114
2023,03,Baltimore County,0111,Maiden Choice School,High,84.0,4443.0,5290.0,31.1,14,44.4,20,45,22,45,48.9,20240114
2023,03,Baltimore County,0111,Maiden Choice School,All,83.0,10081.0,12141.0,18.8,19,51.5,52,101,58,113,51.3,20240114
2023,03,Baltimore County,0112,Dogwood Elementary,Elementary,90.8,42687.0,47007.0,15.2,59,31.2,121,388,189,487,38.8,20240114
2023,03,Baltimore County,0113,Chadwick Elementary,Elementary,93.0,51536.0,55392.0,19.5,88,15.0,68,452,155,609,25.5,20240114
2023,03,Baltimore County,0115,Hillcrest Elementary,Elementary,94.5,61308.0,64878.0,27.7,149,6.9,37,537,86,671,12.8,20240114
