Academic Year,LEA Number,LEA Name,School Number,School Name,School Type,Mobility Pct,Mobility Cnt,Entrants Pct,Entrants Cnt,Withdrawals Pct,Withdrawals Cnt,Avg Daily Member Cnt,Create Date
2011,01,Allegany,0301,Flintstone Elementary,Elementary,16.2,33,9.4,19,6.9,14,203.2,20111118
2011,01,Allegany,0401,South Penn Elementary,Elementary,27.2,112,16.0,66,11.2,46,411.3,20111118
2011,01,Allegany,0402,John Humbird Elementary,Elementary,28.3,79,12.5,35,15.8,44,279.2,20111118
2011,01,Allegany,0405,Fort Hill High,High,21.6,194,10.7,96,10.9,98,900.2,20111118
2011,01,Allegany,0406,Washington Middle,Middle,18.9,120,8.3,53,10.5,67,635.9,20111118
2011,01,Allegany,0502,Northeast Elementary,Elementary,18.9,57,11.9,36,6.9,21,302.2,20111118
2011,01,Allegany,0504,Braddock Middle,Middle,18.2,105,8.8,51,9.3,54,577.9,20111118
2011,01,Allegany,0603,West Side Elementary,Elementary,28.3,87,15.9,49,12.4,38,307.6,20111118
2011,01,Allegany,0606,Allegany High,High,27.7,233,13.7,115,14.0,118,841.7,20111118
2011,01,Allegany,0701,Cresaptown Elementary,Elementary,12.6,41,6.7,22,5.8,19,326.4,20111118
2011,01,Allegany,0702,Bel Air Elementary,Elementary,21.6,42,9.8,19,11.8,23,194.3,20111118
2011,01,Allegany,0801,Westernport Elementary,Elementary,17.7,41,8.2,19,9.5,22,231.6,20111118
2011,01,Allegany,0802,Westmar Middle,Middle,11.6,33,5.3,15,6.3,18,285.0,20111118
2011,01,Allegany,1001,George's Creek Elementary,Elementary,11.4,34,<= 5.0,*,7.0,21,299.0,20111118
2011,01,Allegany,1101,Frost Elementary,Elementary,8.1,19,<= 5.0,*,<= 5.0,*,235.7,20111118
2011,01,Allegany,1301,Mount Savage Middle,Middle,11.7,52,6.8,30,<= 5.0,*,443.8,20111118
2011,01,Allegany,1302,Mt. Savage Elementary,Elementary,14.6,32,7.3,16,7.3,16,219.0,20111118
2011,01,Allegany,2404,Mountain Ridge High School,High,14.2,134,7.3,69,6.9,65,945.8,20111118
2011,01,Allegany,2801,Beall Elementary,Elementary,9.6,32,<= 5.0,*,5.7,19,332.5,20111118
2011,01,Allegany,2901,Cash Valley Elementary,Elementary,23.5,65,11.2,31,12.3,34,276.9,20111118
2011,01,Allegany,2902,Parkside Elementary,Elementary,29.1,67,14.3,33,14.8,34,230.3,20111118
2011,01,Allegany,A,All Allegany Schools,Elementary,19.6,755,10.1,387,9.6,368,3850.5,20111118
2011,01,Allegany,A,All Allegany Schools,Middle,16.3,317,7.8,151,8.5,166,1943.5,20111118
2011,01,Allegany,A,All Allegany Schools,High,22.1,594,10.7,289,11.3,305,2692.3,20111118
2011,02,Anne Arundel,1023,Brooklyn Park Middle,Middle,26.2,111,13.9,59,12.3,52,423.8,20111118
2011,02,Anne Arundel,1033,Glen Burnie High,High,23.2,430,11.3,209,11.9,221,1855.1,20111118
2011,02,Anne Arundel,1043,Corkran Middle School,Middle,28.6,182,17.3,110,11.3,72,637.4,20111118
2011,02,Anne Arundel,1053,Lindale Middle,Middle,18.6,152,10.0,82,8.6,70,817.9,20111118
2011,02,Anne Arundel,1063,Marley Middle,Middle,20.5,155,9.4,71,11.1,84,754.3,20111118
2011,02,Anne Arundel,1082,Belle Grove Elementary At Lindale Middle,Elementary,39.5,72,25.2,46,14.2,26,182.5,20111118
2011,02,Anne Arundel,1092,Brooklyn Park Elementary,Elementary,16.9,64,8.7,33,8.2,31,379.8,20111118
2011,02,Anne Arundel,1112,George T. Cromwell Elementary,Elementary,19.8,48,12.8,31,7.0,17,242.2,20111118
